;Code;Gender;Age;Mobile;Trial_number;Angle;Step_Angle;Area1;Area2;Area3;n3SquareOrCircle;BiggerCircleOrSquare;PosBig;StimVal;StimVal3;Nalternativas;RT_type1;Response;Correct;Confidence;RT_Confidence;Nsujeto;binary_correct
7700;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;20;554,177,721,720,378;20,943,951,023,932;881,373,038,699,115;837,304,386,764,159;83,730,438,676,416;1;2;2;0,95;0,1;3;1722;1;FALSE;0,389473684210526;1249;64;0
7701;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;21;0,795542696012345;-20,943,951,023,932;40,730,678,721,059;366,576,108,489,531;183,288,054,244,766;1;1;1;0,9;0,5;3;1695;1;TRUE;0,161052631578947;1387;64;1
7702;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;22;29,301,851,160,398;-20,943,951,023,932;450,957,919,617,342;428,410,023,636,474;214,205,011,818,237;0;1;1;0,95;0;2;2547;1;TRUE;0,0126315789473684;1225;64;1
7703;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;23;418,075,873,740,592;-20,943,951,023,932;836,059,574,887,069;585,241,702,420,948;175,572,510,726,284;2;2;2;0,7;0,3;3;1132;2;TRUE;0,58;339;64;1
7704;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;24;537,633,994,614,543;20,943,951,023,932;790,169,553,407,277;632,135,642,725,821;189,640,692,817,746;2;1;1;0,8;0,3;3;1485;1;TRUE;0,758947368421053;545;64;1
7705;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;25;258,367,714,369,603;-20,943,951,023,932;654,898,326,274,074;609,055,443,434,889;243,622,177,373,955;0;2;2;0,93;0;2;1731;2;TRUE;0,476842105263158;656;64;1
7706;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;26;0,781008559137673;-20,943,951,023,932;51,611,797,179,583;412,894,377,436,664;123,868,313,230,999;2;2;2;0,8;0,3;3;1925;2;TRUE;0,212631578947368;1833;64;1
7708;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;28;0,707269836875426;20,943,951,023,932;746,415,470,614,235;671,773,923,552,812;671,773,923,552,812;0;2;2;0,9;0;2;1283;2;TRUE;0,127368421052632;699;64;1
7709;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;29;587,078,724,565,912;-20,943,951,023,932;993,680,915,853,115;924,123,251,743,397;462,061,625,871,699;2;2;2;0,93;0,5;3;2033;2;TRUE;0,238947368421053;879;64;1
7710;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;30;187,480,297,684,269;20,943,951,023,932;529,685,146,896,573;370,779,602,827,601;741,559,205,655,202;2;1;1;0,7;0,2;3;966;1;TRUE;0,611578947368421;1298;64;1
7711;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;31;122,974,189,922,921;20,943,951,023,932;792,798,217,481,674;713,518,395,733,507;428,111,037,440,104;2;2;2;0,9;0,6;3;1006;2;TRUE;0,385263157894737;921;64;1
7713;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;33;623,676,762,701,069;20,943,951,023,932;57,931,068,164,533;405,517,477,151,731;162,206,990,860,692;0;1;1;0,7;0;2;3017;1;TRUE;0,515789473684211;600;64;1
7714;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;34;100,764,736,122,419;20,943,951,023,932;575,923,655,982,535;403,146,559,187,775;241,887,935,512,665;1;1;1;0,7;0,6;3;1187;1;TRUE;0,508421052631579;674;64;1
7715;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;35;432,895,520,544,788;-20,943,951,023,932;105,974,845,934,039;985,566,067,186,563;492,783,033,593,281;0;2;2;0,93;0;2;1388;1;FALSE;0,0810526315789474;463;64;0
7716;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;36;114,526,482,369,525;-20,943,951,023,932;756,276,299,779,998;529,393,409,845,998;211,757,363,938,399;2;2;2;0,7;0,4;3;1151;2;TRUE;0,306315789473684;538;64;1
7717;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;37;571,954,116,483,322;20,943,951,023,932;639,286,674,188,274;511,429,339,350,619;153,428,801,805,186;0;2;2;0,8;0;2;909;2;TRUE;0,498947368421053;920;64;1
7718;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;38;601,162,927,784,271;20,943,951,023,932;658,346,685,254,112;52,667,734,820,329;263,338,674,101,645;0;2;2;0,8;0;2;1725;2;TRUE;0,390526315789474;569;64;1
7719;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;39;136,878,743,517,521;20,943,951,023,932;952,108,492,300,512;856,897,643,070,461;257,069,292,921,138;0;1;1;0,9;0;2;1641;2;FALSE;0,481052631578947;986;64;0
7720;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;40;587,734,485,870,428;20,943,951,023,932;61,079,213,922,664;549,712,925,303,976;109,942,585,060,795;2;2;2;0,9;0,2;3;1650;1;FALSE;0,173684210526316;622;64;0
7721;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;41;323,668,436,907,905;-20,943,951,023,932;744,467,458,999,265;521,127,221,299,486;156,338,166,389,846;0;1;1;0,7;0;2;1173;1;TRUE;0,367368421052632;489;64;1
7722;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;42;475,636,463,630,865;20,943,951,023,932;892,623,972,020,434;830,140,293,979,003;830,140,293,979,003;0;2;2;0,93;0;2;2378;2;TRUE;0,0473684210526316;505;64;1
7723;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;43;43,015,079,690,942;-20,943,951,023,932;717,233,480,869,539;502,063,436,608,678;251,031,718,304,339;1;2;2;0,7;0,5;3;1322;2;TRUE;0,401052631578947;250;64;1
7724;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;44;165,796,739,135,136;20,943,951,023,932;610,266,649,110,684;567,547,983,672,936;340,528,790,203,762;2;2;2;0,93;0,6;3;1714;2;TRUE;0,109473684210526;632;64;1
7725;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;45;236,901,693,387,285;20,943,951,023,932;428,324,887,143,384;385,492,398,429,045;231,295,439,057,427;0;2;2;0,9;0;2;1769;1;FALSE;0;593;64;0
7726;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;46;623,924,466,143,212;-20,943,951,023,932;601,857,292,128,431;559,727,281,679,441;167,918,184,503,832;0;1;1;0,93;0;2;1198;1;TRUE;0;834;64;1
7727;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;47;166,488,942,415,615;20,943,951,023,932;702,074,274,050,992;652,929,074,867,422;391,757,444,920,453;2;1;1;0,93;0,6;3;1497;1;TRUE;0;786;64;1
7728;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;48;246,409,462,503,194;-20,943,951,023,932;849,498,828,793,103;764,548,945,913,792;229,364,683,774,138;2;1;1;0,9;0,3;3;1352;2;FALSE;0,314736842105263;232;64;0
7729;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;49;492,058,517,204,809;-20,943,951,023,932;105,003,884,097,587;976,536,122,107,558;195,307,224,421,512;0;2;2;0,93;0;2;804;2;TRUE;0;762;64;1
7730;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;50;398,217,920,030,886;-20,943,951,023,932;9,947,767,460,944;69,634,372,226,608;34,817,186,113,304;0;1;1;0,7;0;2;936;1;TRUE;0,554736842105263;234;64;1
7731;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;51;22,948,150,273,636;20,943,951,023,932;828,138,794,548,759;770,169,078,930,346;154,033,815,786,069;0;1;1;0,93;0;2;1146;1;TRUE;0,287368421052632;593;64;1
7732;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;52;334,210,696,013,517;-20,943,951,023,932;104,973,754,020,379;997,250,663,193,596;498,625,331,596,798;2;2;2;0,95;0,5;3;804;1;FALSE;0;625;64;0
7733;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;53;169,192,734,419,209;20,943,951,023,932;529,638,146,084,673;423,710,516,867,738;847,421,033,735,477;0;1;1;0,8;0;2;1289;1;TRUE;0,0105263157894737;592;64;1
7734;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;54;0,577314066263425;20,943,951,023,932;794,124,074,091,905;714,711,666,682,714;428,827,000,009,629;0;1;1;0,9;0;2;1785;1;TRUE;0;506;64;1
7736;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;56;569,517,700,895,696;20,943,951,023,932;503,953,544,077,912;40,316,283,526,233;80,632,567,052,466;2;1;1;0,8;0,2;3;976;1;TRUE;0,194736842105263;489;64;1
7737;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;57;423,102,216,967,935;-20,943,951,023,932;5,619,808,743,087;533,881,830,593,265;213,552,732,237,306;0;1;1;0,95;0;2;1598;1;TRUE;0,515789473684211;448;64;1
7738;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;58;427,146,036,072,428;20,943,951,023,932;772,681,821,821,579;695,413,639,639,421;278,165,455,855,769;0;1;1;0,9;0;2;1817;1;TRUE;0,338947368421053;402;64;1
7739;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;59;362,713,570,617,526;-20,943,951,023,932;803,231,312,133,961;562,261,918,493,772;112,452,383,698,754;2;2;2;0,7;0,2;3;935;2;TRUE;0;545;64;1
7740;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;60;0,544374885576032;-20,943,951,023,932;984,138,642,085,305;885,724,777,876,775;442,862,388,938,387;2;2;2;0,9;0,5;3;1161;1;FALSE;0;361;64;0
7741;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;61;340,273,888,260,053;20,943,951,023,932;875,603,753,142,522;814,311,490,422,546;814,311,490,422,546;1;2;2;0,93;0,1;3;777;1;FALSE;0;401;64;0
7742;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;62;333,029,507,412,741;-20,943,951,023,932;548,546,483,853,254;438,837,187,082,603;219,418,593,541,302;2;2;2;0,8;0,5;3;973;2;TRUE;0,0536842105263158;273;64;1
7743;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;63;277,064,043,724,925;-20,943,951,023,932;595,796,995,427,136;566,007,145,655,779;113,201,429,131,156;0;2;2;0,95;0;2;927;1;FALSE;0;305;64;0
7744;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;64;185,235,999,950,286;20,943,951,023,932;616,933,118,097,024;573,747,799,830,232;114,749,559,966,046;1;2;2;0,93;0,2;3;969;2;TRUE;0,0842105263157895;264;64;1
7745;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;65;269,748,264,725,938;-20,943,951,023,932;775,022,434,449,186;620,017,947,559,349;620,017,947,559,349;1;1;1;0,8;0,1;3;961;1;TRUE;0;1283;64;1
7746;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;66;586,492,536,980,519;-20,943,951,023,932;664,630,064,389,159;465,241,045,072,412;930,482,090,144,823;0;2;2;0,7;0;2;768;2;TRUE;0,682105263157895;417;64;1
7747;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;67;42,493,133,101,757;-20,943,951,023,932;942,194,793,217,008;876,241,157,691,817;350,496,463,076,727;1;2;2;0,93;0,4;3;792;2;TRUE;0;393;64;1
7748;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;68;426,487,074,300,564;-20,943,951,023,932;821,895,289,953,589;657,516,231,962,871;394,509,739,177,723;1;1;1;0,8;0,6;3;4626;1;TRUE;0,253684210526316;418;64;1
7749;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;69;0,382614463001901;20,943,951,023,932;770,613,243,801,671;732,082,581,611,588;219,624,774,483,476;0;2;2;0,95;0;2;962;2;TRUE;0,0473684210526316;529;64;1
7750;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;70;0,970596130806212;-20,943,951,023,932;655,285,933,389,239;589,757,340,050,316;589,757,340,050,316;1;1;1;0,9;0,1;3;1639;1;TRUE;0,135789473684211;466;64;1
7751;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;71;245,297,316,404,521;-20,943,951,023,932;839,542,948,213,648;671,634,358,570,919;335,817,179,285,459;0;1;1;0,8;0;2;802;1;TRUE;0,568421052631579;920;64;1
7752;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;72;205,449,854,382,852;20,943,951,023,932;780,769,312,610,421;546,538,518,827,295;327,923,111,296,377;0;1;1;0,7;0;2;1633;2;FALSE;0,573684210526316;587;64;0
7753;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;73;366,090,899,740,639;20,943,951,023,932;754,033,912,873,187;678,630,521,585,868;339,315,260,792,934;0;2;2;0,9;0;2;1600;2;TRUE;0,54;1694;64;1
7754;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;74;582,408,057,973,798;20,943,951,023,932;775,438,759,747,381;697,894,883,772,643;139,578,976,754,529;0;1;1;0,9;0;2;1792;1;TRUE;0,491578947368421;673;64;1
7755;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;75;549,721,756,518,768;-20,943,951,023,932;754,776,003,012,403;717,037,202,861,783;215,111,160,858,535;0;1;1;0,95;0;2;1204;2;FALSE;0,372631578947368;584;64;0
7756;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;76;465,365,830,324,387;-20,943,951,023,932;113,162,259,906,954;792,135,819,348,676;237,640,745,804,603;2;1;1;0,7;0,3;3;909;1;TRUE;0,523157894736842;1481;64;1
7757;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;77;204,356,618,932,165;-20,943,951,023,932;676,487,157,537,992;541,189,726,030,393;108,237,945,206,079;1;2;2;0,8;0,2;3;834;2;TRUE;0,511578947368421;378;64;1
7758;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;78;270,681,580,324,608;20,943,951,023,932;759,746,127,886,669;607,796,902,309,335;243,118,760,923,734;0;1;1;0,8;0;2;695;1;TRUE;0,369473684210526;257;64;1
7759;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;79;45,917,807,393,435;-20,943,951,023,932;581,871,286,483,347;407,309,900,538,343;407,309,900,538,343;1;2;2;0,7;0,1;3;738;2;TRUE;0,294736842105263;528;64;1
7760;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;80;41,198,728,255,496;-20,943,951,023,932;964,311,841,281,184;771,449,473,024,947;308,579,789,209,979;2;1;1;0,8;0,4;3;1143;1;TRUE;0,389473684210526;505;64;1
7761;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;81;152,268,390,015,278;20,943,951,023,932;744,692,802,510,414;52,128,496,175,729;52,128,496,175,729;2;1;1;0,7;0,1;3;736;1;TRUE;0,434736842105263;356;64;1
7762;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;82;375,177,283,783,653;-20,943,951,023,932;707,485,453,063,928;672,111,180,410,731;134,422,236,082,146;0;1;1;0,95;0;2;706;1;TRUE;0,290526315789474;1265;64;1
7763;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;83;521,291,774,560,618;-20,943,951,023,932;964,721,018,895,649;916,484,967,950,867;366,593,987,180,347;0;2;2;0,95;0;2;1974;2;TRUE;0,0157894736842105;562;64;1
7765;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;85;439,498,829,010,685;20,943,951,023,932;66,264,170,933,306;616,256,789,679,745;123,251,357,935,949;2;1;1;0,93;0,2;3;833;1;TRUE;0,02;809;64;1
7766;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;86;593,148,189,943,061;-20,943,951,023,932;99,024,745,632,385;891,222,710,691,465;26,736,681,320,744;2;2;2;0,9;0,3;3;861;2;TRUE;0,00947368421052632;691;64;1
7767;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;87;38,008,156,939,094;-20,943,951,023,932;813,652,226,762,773;732,287,004,086,496;146,457,400,817,299;2;1;1;0,9;0,2;3;953;2;FALSE;0;274;64;0
7768;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;88;331,134,498,287,889;20,943,951,023,932;835,788,370,079,122;668,630,696,063,297;401,178,417,637,978;2;2;2;0,8;0,6;3;965;2;TRUE;0;329;64;1
7769;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;89;59,545,538,234,985;20,943,951,023,932;533,382,281,615,353;426,705,825,292,282;170,682,330,116,913;0;2;2;0,8;0;2;760;2;TRUE;0,0494736842105263;547;64;1
7770;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;90;322,684,902,229,001;20,943,951,023,932;641,259,335,605,509;596,371,182,113,123;298,185,591,056,562;1;1;1;0,93;0,5;3;730;1;TRUE;0;426;64;1
7771;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;91;0,654399959162295;20,943,951,023,932;457,521,328,939,895;4,346,452,624,929;8,692,905,249,858;1;2;2;0,95;0,2;3;2393;2;TRUE;0;339;64;1
7773;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;93;326,044,953,591,715;-20,943,951,023,932;902,394,411,387,759;857,274,690,818,371;428,637,345,409,185;1;1;1;0,95;0,5;3;1723;1;TRUE;0;345;64;1
7775;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;95;0,273349064569668;-20,943,951,023,932;704,804,918,411,884;634,324,426,570,696;634,324,426,570,696;2;2;2;0,9;0,1;3;1155;2;TRUE;0;642;64;1
7777;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;97;513,101,273,961,003;-20,943,951,023,932;891,137,682,339,055;846,580,798,222,103;846,580,798,222,103;0;2;2;0,95;0;2;745;2;TRUE;0;250;64;1
7778;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;98;552,783,252,606,829;20,943,951,023,932;943,146,692,648,161;660,202,684,853,713;396,121,610,912,228;0;2;2;0,7;0;2;842;2;TRUE;0,149473684210526;418;64;1
7780;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;100;0,637727522387984;20,943,951,023,932;849,482,446,120,682;594,637,712,284,478;237,855,084,913,791;0;2;2;0,7;0;2;1198;2;TRUE;0,262105263157895;529;64;1
7781;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;101;497,713,190,781,804;-20,943,951,023,932;755,504,648,997,582;702,619,323,567,751;351,309,661,783,876;0;1;1;0,93;0;2;1191;2;FALSE;0,271578947368421;793;64;0
7782;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;102;61,967,356,777,018;20,943,951,023,932;817,454,769,528,342;735,709,292,575,508;220,712,787,772,652;0;2;2;0,9;0;2;1179;2;TRUE;0;272;64;1
7786;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;106;330,150,544,334,049;20,943,951,023,932;72,681,313,993,969;675,936,220,143,912;675,936,220,143,912;2;1;1;0,93;0,1;3;1485;1;TRUE;0;265;64;1
7787;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;107;361,348,268,478,977;-20,943,951,023,932;790,232,161,627,532;734,915,910,313,605;440,949,546,188,163;0;2;2;0,93;0;2;945;1;FALSE;0,0642105263157895;408;64;0
7789;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;109;102,915,539,225,353;20,943,951,023,932;329,630,660,598,466;230,741,462,418,926;115,370,731,209,463;0;2;2;0,7;0;2;804;2;TRUE;0,0294736842105263;217;64;1
7790;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;110;0,77828752080465;-20,943,951,023,932;696,140,372,543,064;487,298,260,780,145;194,919,304,312,058;1;1;1;0,7;0,4;3;1448;1;TRUE;0;208;64;1
7792;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;112;0,393175539560832;-20,943,951,023,932;820,261,007,608,698;574,182,705,326,088;574,182,705,326,088;0;2;2;0,7;0;2;1570;2;TRUE;0;299;64;1
7794;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;114;331,557,837,044,382;20,943,951,023,932;370,781,416,443,629;352,242,345,621,448;211,345,407,372,869;0;1;1;0,95;0;2;1788;1;TRUE;0;378;64;1
7795;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;115;328,332,326,567,954;-20,943,951,023,932;608,968,915,660,642;57,852,046,987,761;347,112,281,926,566;2;1;1;0,95;0,6;3;1417;1;TRUE;0;338;64;1
7798;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;118;0,649854400757926;20,943,951,023,932;66,043,316,405,927;627,411,505,856,306;627,411,505,856,306;0;1;1;0,95;0;2;842;2;FALSE;0,0147368421052632;282;64;0
7799;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;119;192,606,911,290,134;-20,943,951,023,932;808,844,764,731,408;768,402,526,494,838;461,041,515,896,903;2;2;2;0,95;0,6;3;2178;1;FALSE;0;465;64;0
7800;8f95ac8c2fa5f43a88bdda104275231f;m;22;0;120;487,016,766,561,982;20,943,951,023,932;762,688,120,789,923;709,299,952,334,628;709,299,952,334,628;0;1;1;0,93;0;2;1270;1;TRUE;0;289;64;1
7801;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;1;0,415781185863844;-20,943,951,023,932;590,183,563,153,266;413,128,494,207,286;826,256,988,414,573;0;2;2;0,7;0;2;4462;2;TRUE;0,56984126984127;2250;65;1
7802;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;2;0,438941176042718;-20,943,951,023,932;762,497,557,238,729;686,247,801,514,856;137,249,560,302,971;2;2;2;0,9;0,2;3;2044;2;TRUE;0,815873015873016;1643;65;1
7803;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;3;0,274745367964258;-20,943,951,023,932;93,218,993,655,888;838,970,942,902,992;419,485,471,451,496;1;1;1;0,9;0,5;3;2612;1;TRUE;0,363492063492063;1479;65;1
7804;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;4;207,161,566,745,415;20,943,951,023,932;513,200,072,495,914;410,560,057,996,731;164,224,023,198,692;0;2;2;0,8;0;2;2088;2;TRUE;0,534920634920635;952;65;1
7805;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;5;142,508,669,209,943;20,943,951,023,932;599,198,367,541,712;557,254,481,813,793;222,901,792,725,517;0;2;2;0,93;0;2;1552;2;TRUE;0,580952380952381;1221;65;1
7806;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;6;449,544,913,560,553;-20,943,951,023,932;104,978,333,981,882;734,848,337,873,175;734,848,337,873,175;0;2;2;0,7;0;2;1320;2;TRUE;0,726984126984127;718;65;1
7807;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;7;569,270,763,670,704;-20,943,951,023,932;901,959,114,742,365;721,567,291,793,892;360,783,645,896,946;0;1;1;0,8;0;2;1962;1;TRUE;0,7;1035;65;1
7808;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;8;624,885,069,643,501;-20,943,951,023,932;747,782,854,880,437;710,393,712,136,415;710,393,712,136,415;2;1;1;0,95;0,1;3;2730;1;TRUE;0,0952380952380952;974;65;1
7809;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;9;440,178,963,262,539;20,943,951,023,932;106,273,261,031,908;850,186,088,255,267;425,093,044,127,634;0;2;2;0,8;0;2;1865;2;TRUE;0,474603174603175;642;65;1
7810;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;10;192,564,581,098,438;-20,943,951,023,932;818,891,831,358,192;655,113,465,086,554;327,556,732,543,277;1;1;1;0,8;0,5;3;2363;1;TRUE;0,650793650793651;703;65;1
7811;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;11;420,430,466,818,905;-20,943,951,023,932;820,498,766,631,746;779,473,828,300,158;233,842,148,490,048;0;2;2;0,95;0;2;1941;2;TRUE;0,233333333333333;781;65;1
7812;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;12;414,303,800,778,016;20,943,951,023,932;501,760,522,015,168;401,408,417,612,134;160,563,367,044,854;2;2;2;0,8;0,4;3;1457;2;TRUE;0,306349206349206;882;65;1
7813;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;13;384,915,978,608,696;20,943,951,023,932;106,248,920,929,406;988,114,964,643,471;988,114,964,643,471;0;1;1;0,93;0;2;2137;1;TRUE;0,0317460317460317;966;65;1
7814;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;14;248,484,466,711,585;-20,943,951,023,932;606,091,689,631,751;545,482,520,668,576;163,644,756,200,573;1;2;2;0,9;0,3;3;2074;2;TRUE;0,188888888888889;972;65;1
7815;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;15;485,137,516,173,573;20,943,951,023,932;792,413,124,166,134;713,171,811,749,521;356,585,905,874,761;0;1;1;0,9;0;2;1585;1;TRUE;0,241269841269841;1870;65;1
7816;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;16;0,537485282213139;-20,943,951,023,932;523,298,935,899,746;470,969,042,309,771;470,969,042,309,771;0;1;1;0,9;0;2;1804;1;TRUE;0,250793650793651;1140;65;1
7817;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;17;620,256,795,866,668;-20,943,951,023,932;251,855,980,282,352;234,226,061,662,588;117,113,030,831,294;0;1;1;0,93;0;2;1853;2;FALSE;0,080952380952381;659;65;0
7818;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;18;16,285,721,847,991;20,943,951,023,932;67,426,384,753,169;606,837,462,778,521;242,734,985,111,408;0;2;2;0,9;0;2;1166;2;TRUE;0,311111111111111;2142;65;1
7819;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;19;203,850,536,358,095;-20,943,951,023,932;425,607,821,006,394;297,925,474,704,476;11,917,018,988,179;1;2;2;0,7;0,4;3;1970;2;TRUE;0,553968253968254;730;65;1
7820;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;20;376,954,254,071,351;-20,943,951,023,932;105,927,385,395,848;741,491,697,770,938;222,447,509,331,281;1;1;1;0,7;0,3;3;1830;1;TRUE;0,747619047619048;661;65;1
7821;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;21;331,135,497,346,704;20,943,951,023,932;525,690,456,914,924;473,121,411,223,431;283,872,846,734,059;2;2;2;0,9;0,6;3;1993;2;TRUE;0,204761904761905;681;65;1
7822;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;22;583,185,460,986,078;-20,943,951,023,932;589,577,751,479,521;471,662,201,183,617;28,299,732,071,017;2;2;2;0,8;0,6;3;1736;2;TRUE;0,528571428571429;1236;65;1
7823;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;23;13,256,588,714,455;20,943,951,023,932;757,813,066,981,767;719,922,413,632,678;143,984,482,726,536;0;2;2;0,95;0;2;1849;2;TRUE;0,0603174603174603;837;65;1
7824;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;24;0,70417404584351;-20,943,951,023,932;700,516,336,383,548;6,514,801,928,367;19,544,405,785,101;0;1;1;0,93;0;2;2296;2;FALSE;0,0222222222222222;944;65;0
7825;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;25;573,932,069,255,446;-20,943,951,023,932;123,172,993,792,128;117,014,344,102,522;468,057,376,410,088;0;1;1;0,95;0;2;1914;2;FALSE;0;929;65;0
7826;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;26;503,688,528,269,987;20,943,951,023,932;842,656,338,879,226;800,523,521,935,265;240,157,056,580,579;2;1;1;0,95;0,3;3;2054;2;FALSE;0,0587301587301587;1013;65;0
7827;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;27;289,575,209,710,303;20,943,951,023,932;105,884,007,986,557;100,589,807,587,229;502,949,037,936,143;1;2;2;0,95;0,5;3;2239;2;TRUE;0;699;65;1
7828;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;28;448,577,812,572,114;-20,943,951,023,932;480,564,802,132,534;446,925,265,983,257;268,155,159,589,954;0;1;1;0,93;0;2;1934;2;FALSE;0,0968253968253968;588;65;0
7829;3788fd919ab1355d8adfcaaf41bfa562;m;34;0;29;266,035,108,794,982;-20,943,951,023,932;693,309,088,377,431;554,647,270,701,945;554,647,270,701,945;0;1;1;0,8;0;2;1716;1;TRUE;0,287301587301587;760;65;1
