"cond"	"subj"	"fixed"	"phase"	"trial"	"catordist"	"ic1"	"ic2"	"ic3"	"ic4"	"ic5"	"ic6"	"ic7"	"ic8"	"ic9"	"ic10"	"ic11"	"ic12"	"resp"	"rt"
1	19	1	2	124	11	19	35	8	29	13	1	38	16	21	17	5	25	2	2.15
1	19	1	2	125	6	35	20	27	33	14	17	16	18	28	34	4	21	1	1.69
1	19	1	2	126	8	21	19	40	9	7	23	27	5	37	1	24	33	3	0.8200000001
1	19	1	2	127	8	34	19	30	21	29	33	20	17	13	40	7	23	1	0.98
1	19	1	2	128	8	13	21	9	5	31	7	17	8	3	34	18	23	1	0.73
1	19	1	2	129	9	23	31	34	9	1	18	20	21	27	19	35	13	3	0.8799999999
1	19	1	2	130	11	7	16	17	21	29	13	23	24	19	25	15	1	1	1.59
1	20	2	0	1	1	24	22	8	19	18	15	25	1	10	21	28	16	-1	-1
1	20	2	0	2	2	31	11	33	26	7	32	6	13	34	38	27	17	-1	-1
1	20	2	0	3	3	20	4	29	37	35	36	5	40	23	30	12	3	-1	-1
1	20	2	0	4	4	2	9	14	39	0	0	0	0	0	0	0	0	-1	-1
1	20	2	1	1	1	1	10	37	22	25	28	7	18	15	24	21	8	-1	-1
1	20	2	1	2	1	10	19	28	24	25	18	8	1	21	22	15	16	-1	-1
1	20	2	1	3	1	16	25	11	38	22	21	1	18	10	8	15	27	-1	-1
1	20	2	1	4	2	7	11	32	17	6	29	13	33	15	31	38	34	-1	-1
1	20	2	1	5	3	22	37	23	29	35	36	20	4	5	30	3	40	-1	-1
1	20	2	1	6	2	31	6	13	26	34	33	32	7	38	11	17	27	-1	-1
1	20	2	1	7	2	6	27	33	21	11	13	7	26	12	17	38	34	-1	-1
1	20	2	1	8	1	15	18	24	8	16	22	25	1	21	19	28	10	-1	-1
1	20	2	1	9	1	21	25	1	8	28	16	31	19	10	18	23	22	-1	-1
1	20	2	1	10	1	19	10	22	25	24	16	21	15	28	8	18	1	-1	-1
1	20	2	1	11	3	5	15	35	29	26	36	37	20	23	40	8	16	-1	-1
1	20	2	1	12	2	18	34	26	6	17	27	33	7	11	31	32	13	-1	-1
1	20	2	1	13	1	24	16	21	28	8	22	18	1	10	6	19	15	-1	-1
1	20	2	1	14	2	38	17	6	31	34	26	7	32	27	11	33	13	-1	-1
1	20	2	1	15	3	36	34	12	37	29	35	40	5	20	30	3	4	-1	-1
1	20	2	1	16	2	31	17	32	38	6	13	27	26	28	33	34	7	-1	-1
1	20	2	1	17	3	3	12	30	37	35	1	40	4	19	29	36	5	-1	-1
1	20	2	1	18	2	32	6	38	31	8	17	22	11	7	27	13	33	-1	-1
1	20	2	1	19	1	10	18	15	4	16	25	19	24	8	34	22	1	-1	-1
1	20	2	1	20	1	23	40	15	18	19	22	16	21	25	8	28	1	-1	-1
1	20	2	1	21	3	38	1	12	29	35	5	20	40	4	30	36	3	-1	-1
1	20	2	1	22	3	36	3	5	1	35	20	30	12	37	29	15	40	-1	-1
1	20	2	1	23	3	37	30	40	12	20	4	29	21	36	5	23	35	-1	-1
1	20	2	1	24	3	23	5	30	3	29	35	11	20	12	37	40	4	-1	-1
1	20	2	1	25	3	6	20	35	36	38	23	37	40	19	30	29	4	-1	-1
1	20	2	1	26	3	29	20	12	37	3	23	36	40	35	30	5	4	-1	-1
1	20	2	1	27	3	29	37	23	20	35	40	30	12	5	4	3	36	-1	-1
1	20	2	1	28	1	10	19	15	18	24	22	25	1	8	16	28	21	-1	-1
1	20	2	1	29	3	35	5	12	23	20	30	37	15	29	3	16	4	-1	-1
1	20	2	1	30	1	15	34	5	6	16	10	24	19	25	18	22	8	-1	-1
1	20	2	1	31	2	38	6	26	33	31	17	13	7	32	11	34	27	-1	-1
1	20	2	1	32	3	12	37	4	36	1	35	3	30	29	23	5	40	-1	-1
1	20	2	1	33	3	21	10	29	38	40	3	37	35	36	30	12	5	-1	-1
1	20	2	1	34	2	7	23	3	13	26	32	31	17	33	11	35	27	-1	-1
1	20	2	1	35	2	11	33	15	7	34	32	31	27	13	26	6	38	-1	-1
1	20	2	1	36	2	7	17	6	38	33	27	32	31	13	26	11	34	-1	-1
1	20	2	1	37	3	37	19	12	23	40	3	36	29	20	4	5	35	-1	-1
1	20	2	1	38	1	21	24	19	10	36	15	28	25	18	16	8	22	-1	-1
1	20	2	1	39	2	17	38	27	13	32	7	31	11	26	6	34	33	-1	-1
1	20	2	1	40	3	12	3	20	30	35	10	40	29	23	15	36	38	-1	-1
1	20	2	1	41	3	35	29	30	3	36	23	37	40	20	16	12	4	-1	-1
1	20	2	1	42	3	4	30	29	3	12	37	19	36	31	5	40	20	-1	-1
1	20	2	1	43	2	6	31	7	32	38	33	18	27	34	17	11	13	-1	-1
1	20	2	1	44	1	16	18	21	19	1	25	8	24	22	10	28	15	-1	-1
1	20	2	1	45	1	16	1	19	24	8	28	22	10	29	25	27	15	-1	-1
1	20	2	1	46	2	13	27	31	35	17	26	33	34	11	38	32	6	-1	-1
1	20	2	1	47	1	16	21	22	18	1	25	28	24	8	15	10	19	-1	-1
1	20	2	1	48	2	3	38	32	6	7	24	34	17	27	31	33	13	-1	-1
1	20	2	1	49	1	28	24	25	8	17	19	18	16	22	23	15	10	-1	-1
1	20	2	1	50	1	19	18	10	21	15	28	24	25	1	8	16	22	-1	-1
1	20	2	1	51	3	4	23	3	12	30	35	29	5	36	37	20	40	-1	-1
1	20	2	1	52	3	37	35	40	5	4	23	36	29	30	12	20	3	-1	-1
1	20	2	1	53	3	30	35	5	29	20	23	37	4	40	36	12	3	-1	-1
1	20	2	1	54	2	33	34	38	7	13	35	27	3	11	26	17	31	-1	-1
1	20	2	1	55	3	36	4	33	12	35	5	3	29	20	19	30	27	-1	-1
1	20	2	1	56	2	35	6	11	32	17	38	26	33	7	36	31	27	-1	-1
1	20	2	1	57	3	4	23	36	35	29	5	30	40	32	3	12	20	-1	-1
1	20	2	1	58	2	32	6	11	26	7	33	38	31	13	34	27	17	-1	-1
1	20	2	1	59	1	10	24	15	16	35	21	25	3	28	22	8	1	-1	-1
1	20	2	1	60	3	5	3	35	23	37	40	4	36	29	12	30	20	-1	-1
1	20	2	1	61	2	34	38	33	27	26	17	13	31	11	7	32	6	-1	-1
1	20	2	1	62	3	4	5	36	30	23	35	40	12	3	20	37	29	-1	-1
1	20	2	1	63	1	17	25	10	8	28	1	15	24	16	18	21	19	-1	-1
1	20	2	1	64	2	27	11	7	32	17	26	6	33	10	34	13	20	-1	-1
1	20	2	1	65	2	38	32	11	34	10	27	7	31	13	26	1	17	-1	-1
1	20	2	1	66	3	40	20	3	29	36	4	30	23	37	17	35	12	-1	-1
1	20	2	1	67	2	27	36	17	31	32	13	11	26	7	38	33	4	-1	-1
1	20	2	1	68	3	40	32	35	36	12	4	29	20	5	23	37	30	-1	-1
1	20	2	1	69	3	32	40	11	30	4	12	35	5	3	37	23	20	-1	-1
1	20	2	1	70	3	35	29	36	10	20	4	40	23	37	12	30	3	-1	-1
1	20	2	1	71	3	12	36	5	22	40	23	29	35	20	16	3	4	-1	-1
1	20	2	1	72	1	15	21	18	8	24	19	38	28	25	1	10	22	-1	-1
1	20	2	1	73	1	25	18	10	22	8	15	21	28	16	24	19	1	-1	-1
1	20	2	1	74	2	31	32	34	6	38	33	7	11	27	17	26	20	-1	-1
1	20	2	1	75	1	22	1	21	19	28	33	3	16	24	15	25	8	-1	-1
1	20	2	1	76	1	28	1	25	10	19	16	24	18	15	21	6	22	-1	-1
1	20	2	1	77	1	19	24	20	10	25	8	16	15	1	18	38	22	-1	-1
1	20	2	1	78	2	13	6	26	33	31	38	27	7	17	32	34	11	-1	-1
1	20	2	1	79	1	25	24	8	16	28	22	1	15	10	21	18	19	-1	-1
1	20	2	1	80	1	16	12	24	15	22	28	25	10	21	18	8	19	-1	-1
1	20	2	1	81	2	11	22	30	33	36	26	34	27	32	35	6	17	-1	-1
1	20	2	1	82	1	18	24	25	8	1	15	19	16	22	10	28	21	-1	-1
1	20	2	1	83	1	24	18	16	10	19	1	28	21	15	22	40	8	-1	-1
1	20	2	1	84	2	27	26	3	13	7	17	31	6	38	34	12	33	-1	-1
1	20	2	1	85	2	32	27	31	13	36	11	33	34	30	7	38	6	-1	-1
1	20	2	1	86	2	32	11	7	13	26	34	31	38	33	17	27	18	-1	-1
1	20	2	1	87	2	11	17	38	34	32	13	27	33	31	6	26	7	-1	-1
1	20	2	1	88	2	7	32	31	6	11	3	13	38	26	34	27	33	-1	-1
1	20	2	1	89	1	16	21	19	11	8	18	10	22	15	24	25	1	-1	-1
1	20	2	1	90	1	19	10	15	24	22	28	11	1	16	8	18	25	-1	-1
1	20	2	2	1	5	20	4	18	10	35	31	6	38	30	8	13	24	3	2.49
1	20	2	2	2	10	5	10	20	15	23	40	18	21	1	8	16	28	1	3.54
1	20	2	2	3	2	6	18	8	34	27	1	28	37	16	15	25	26	2	4.25
1	20	2	2	4	10	21	20	18	29	24	22	37	30	19	25	10	28	3	2.88
1	20	2	2	5	9	23	11	38	34	20	30	37	40	35	12	26	36	3	2.61
1	20	2	2	6	6	23	4	35	16	29	7	27	22	11	6	20	19	3	3.41
1	20	2	2	7	9	27	7	31	12	20	3	5	29	4	36	6	23	2	3.16
1	20	2	2	8	3	5	33	10	24	13	15	16	7	18	28	36	26	1	1.61
1	20	2	2	9	12	27	26	11	38	18	25	13	8	34	32	28	31	2	4.060000001
1	20	2	2	10	5	5	8	12	18	28	24	34	29	23	38	17	26	3	1.56
1	20	2	2	11	7	4	32	29	3	6	15	40	36	26	5	22	7	1	3.32
1	20	2	2	12	13	11	20	30	27	31	32	23	12	26	34	7	17	2	6.710000001
1	20	2	2	13	3	6	16	32	15	18	30	34	21	17	29	10	25	1	0.99
1	20	2	2	14	3	22	5	32	20	1	24	10	31	28	33	8	38	1	1.13
1	20	2	2	15	11	37	29	4	36	23	21	15	40	22	8	12	20	3	1.61
1	20	2	2	16	13	13	38	31	6	33	11	7	29	35	26	12	23	2	2.03
1	20	2	2	17	1	16	24	15	13	19	28	1	6	34	22	7	25	1	1.58
1	20	2	2	18	4	22	19	4	27	32	7	8	1	5	35	31	10	1	2.95
1	20	2	2	19	1	33	19	10	25	24	13	1	18	15	8	31	17	1	1.92
1	20	2	2	20	8	13	28	36	4	23	30	33	37	7	5	11	35	3	1.75
1	20	2	2	21	2	6	27	23	10	1	38	11	18	24	28	21	19	1	2.45
1	20	2	2	22	2	33	31	21	16	8	5	15	32	25	28	24	27	2	2.91
1	20	2	2	23	9	11	30	13	5	32	37	33	36	4	35	29	3	2	2.72
1	20	2	2	24	11	12	22	25	16	29	4	35	30	40	20	8	3	3	2.21
1	20	2	2	25	10	36	8	28	23	24	19	21	4	22	40	25	10	2	3.65
1	20	2	2	26	7	18	36	24	23	20	26	5	13	30	27	6	40	3	3.59
1	20	2	2	27	13	27	40	7	13	6	4	23	33	31	11	37	32	2	2.11
1	20	2	2	28	6	18	25	20	5	23	17	7	16	13	37	12	33	1	2.84
1	20	2	2	29	6	18	36	26	27	12	38	25	3	28	13	37	35	2	2.7
1	20	2	2	30	1	32	1	28	21	15	18	34	6	10	27	16	8	1	1.82
1	20	2	2	31	10	30	24	25	10	21	29	22	4	16	20	19	8	3	1.86
1	20	2	2	32	2	25	18	26	31	32	24	19	15	1	17	21	4	1	2.16
1	20	2	2	33	12	6	13	33	31	11	18	21	16	27	38	24	26	2	2.77
1	20	2	2	34	10	5	40	28	18	10	22	25	30	8	35	21	16	1	1.76
1	20	2	2	35	1	22	24	18	19	16	15	11	26	6	10	25	33	2	1.49
1	20	2	2	36	2	34	25	15	7	11	27	19	21	35	24	22	28	2	1.4
1	20	2	2	37	12	11	13	34	28	33	32	26	8	15	10	38	7	2	3.62
1	20	2	2	38	4	34	23	31	19	24	22	11	7	36	15	18	20	3	3.36
1	20	2	2	39	12	34	15	19	27	17	24	32	18	6	31	38	7	2	2.38
1	20	2	2	40	10	10	24	16	15	21	18	1	35	37	22	5	3	1	1.49
1	20	2	2	41	8	4	37	34	11	24	7	20	29	33	12	30	5	3	4.16
1	20	2	2	42	9	17	20	36	35	4	30	5	12	26	3	31	7	3	1.75
1	20	2	2	43	3	30	11	24	40	18	32	22	13	26	15	8	25	1	3.16
1	20	2	2	44	11	21	35	20	18	12	3	29	37	40	22	30	25	3	1.59
1	20	2	2	45	9	20	27	30	35	37	3	7	23	33	5	12	6	2	4.640000001
1	20	2	2	46	6	5	13	30	31	19	8	25	3	26	23	17	40	3	1.18
1	20	2	2	47	7	37	29	12	31	28	5	30	11	6	35	18	26	1	2.25
1	20	2	2	48	8	40	5	18	35	32	3	12	31	20	7	11	29	2	2.18
1	20	2	2	49	9	35	29	20	3	27	30	26	23	32	33	5	4	3	1.11
1	20	2	2	50	13	34	37	6	33	27	38	4	26	31	7	12	35	2	1.52
1	20	2	2	51	3	24	35	10	21	31	25	34	28	27	36	17	1	1	1.02
1	20	2	2	52	3	19	24	10	29	11	21	17	4	7	34	16	22	2	2.46
1	20	2	2	53	12	31	11	27	15	32	28	13	38	33	1	26	19	1	2.17
1	20	2	2	54	9	29	3	27	26	34	20	37	5	12	13	35	30	2	2.21
1	20	2	2	55	2	3	27	32	28	25	13	8	38	10	18	19	24	1	2.29
1	20	2	2	56	7	20	25	11	26	29	35	17	32	15	4	23	5	3	2.08
1	20	2	2	57	1	11	7	25	34	16	24	21	10	8	15	38	28	1	1.36
1	20	2	2	58	3	11	24	25	1	26	10	5	17	15	27	37	19	1	1.49
1	20	2	2	59	13	34	35	32	7	33	29	31	36	38	17	26	37	3	1.25
1	20	2	2	60	6	34	40	6	38	32	28	5	4	18	29	30	22	3	1.11
1	20	2	2	61	6	8	29	20	13	34	36	19	3	31	22	33	4	1	1.45
1	20	2	2	62	7	35	24	40	4	25	3	33	17	7	12	26	29	2	2.16
1	20	2	2	63	11	5	3	24	8	35	23	16	10	4	20	40	30	3	1.11
1	20	2	2	64	7	23	36	3	28	34	13	4	7	27	37	1	12	1	2.32
1	20	2	2	65	4	13	19	24	1	6	18	31	5	28	33	35	23	2	1.07
1	20	2	2	66	5	32	19	38	12	34	27	4	37	16	21	35	24	1	1.39
1	20	2	2	67	7	36	13	6	20	35	37	17	28	21	30	32	5	1	1.63
1	20	2	2	68	8	40	20	30	16	23	26	32	34	11	12	37	35	2	3.64
1	20	2	2	69	13	7	31	11	33	40	37	29	6	17	12	27	13	2	1.81
1	20	2	2	70	1	28	21	8	15	31	18	27	17	1	32	19	24	1	6.470000001
1	20	2	2	71	1	19	17	24	18	31	10	21	28	32	1	33	15	1	0.77
1	20	2	2	72	13	38	17	7	6	23	13	26	4	37	34	35	32	3	1.04
1	20	2	2	73	3	17	13	25	18	26	27	20	8	21	28	12	24	3	0.9199999999
1	20	2	2	74	5	23	28	32	1	10	30	5	35	11	6	26	16	1	1.53
1	20	2	2	75	13	38	34	6	26	7	27	32	5	29	23	3	13	3	1.74
1	20	2	2	76	9	30	33	34	13	20	29	32	12	35	5	23	40	3	1.19
1	20	2	2	77	3	26	23	15	19	1	21	33	10	38	31	40	25	1	1.58
1	20	2	2	78	8	40	17	27	38	35	5	10	20	3	4	34	12	2	1.37
1	20	2	2	79	2	10	18	31	13	21	25	40	8	22	38	28	6	2	1.3
1	20	2	2	80	4	20	18	13	34	28	31	12	30	8	21	6	25	2	0.8999999999
1	20	2	2	81	12	32	13	7	17	18	1	31	33	6	28	10	38	1	0.9099999999
1	20	2	2	82	12	21	11	25	16	7	32	17	26	34	24	27	6	3	1.7
1	20	2	2	83	7	37	34	21	32	24	35	5	31	7	30	40	29	3	0.8300000001
1	20	2	2	84	5	33	25	26	18	36	21	35	5	38	10	3	31	2	3.13
1	20	2	2	85	4	35	11	13	28	22	20	15	1	7	40	16	33	1	1.17
1	20	2	2	86	2	15	21	28	26	37	18	8	22	13	1	38	31	1	1.35
1	20	2	2	87	11	3	30	40	1	24	8	37	20	5	12	23	10	3	0.8700000001
1	20	2	2	88	4	17	8	1	12	19	36	26	24	5	11	13	10	2	1.99
1	20	2	2	89	8	28	35	26	37	36	30	12	34	23	4	27	13	3	1.17
1	20	2	2	90	5	35	17	1	18	20	6	40	19	34	13	22	36	1	1.16
1	20	2	2	91	9	40	36	35	34	33	23	30	5	20	29	7	38	3	3.64
1	20	2	2	92	11	18	25	4	30	3	8	29	35	24	23	5	20	3	0.77
1	20	2	2	93	5	10	40	17	30	36	15	22	24	7	6	3	27	1	1.13
1	20	2	2	94	11	12	5	40	29	30	25	37	23	15	20	16	22	3	1.47
1	20	2	2	95	13	23	31	26	20	17	13	34	29	37	33	27	38	1	2.09
1	20	2	2	96	8	23	37	5	11	7	40	4	36	24	32	35	26	3	0.9299999999
1	20	2	2	97	12	38	33	27	16	13	26	31	6	19	10	22	11	1	1.44
1	20	2	2	98	5	23	30	21	7	11	40	22	13	18	12	32	28	2	1.35
1	20	2	2	99	10	20	21	37	1	30	19	36	22	8	16	25	18	2	2.15
1	20	2	2	100	1	15	38	1	21	24	25	22	8	27	34	17	19	3	3.78
1	20	2	2	101	8	40	26	23	12	13	29	11	35	20	17	4	25	3	0.8300000001
1	20	2	2	102	6	40	26	17	4	36	24	18	19	5	35	6	7	3	0.71
1	20	2	2	103	10	24	22	29	15	1	40	10	21	36	19	16	30	1	1
1	20	2	2	104	12	10	7	32	15	17	11	26	19	6	28	34	31	2	1.2
1	20	2	2	105	6	5	12	28	33	31	10	26	4	3	7	16	20	1	1.49
1	20	2	2	106	11	30	8	19	4	29	35	12	21	5	16	20	37	3	5.59
1	20	2	2	107	13	23	34	38	7	26	32	27	13	6	5	4	40	1	1.03
1	20	2	2	108	6	29	26	34	25	3	15	30	10	7	35	32	37	3	2.15
1	20	2	2	109	5	15	13	4	35	38	8	37	11	7	1	3	10	2	1.11
1	20	2	2	110	4	29	34	24	38	21	26	37	15	6	18	4	22	2	1.16
1	20	2	2	111	10	1	37	16	40	5	15	8	18	25	22	29	19	1	0.98
1	20	2	2	112	3	20	22	6	11	28	15	10	8	38	3	7	1	1	0.76
1	20	2	2	113	2	8	25	28	31	34	24	6	11	10	4	16	1	2	1.97
1	20	2	2	114	8	36	4	23	38	29	16	35	3	6	5	34	13	3	1.39
1	20	2	2	115	1	28	17	22	32	16	24	21	19	15	13	8	38	2	1.23
1	20	2	2	116	11	23	12	37	15	8	18	29	40	4	22	3	36	3	1.69
1	20	2	2	117	11	35	3	5	23	15	4	12	28	8	25	29	37	2	1.7
1	20	2	2	118	4	36	33	5	24	28	18	4	34	11	8	31	22	2	0.8799999999
1	20	2	2	119	4	13	8	18	11	10	30	26	23	27	28	36	15	1	1.07
1	20	2	2	120	9	4	6	35	29	40	36	31	20	11	5	32	23	2	1.25
1	20	2	2	121	2	8	31	28	16	38	13	21	1	10	6	24	4	2	1.06
1	20	2	2	122	7	17	21	20	31	27	13	37	12	24	23	3	40	3	1.3
1	20	2	2	123	12	16	26	17	27	11	18	13	8	34	31	21	33	2	1.98
1	20	2	2	124	8	13	31	30	29	27	18	12	4	26	40	36	37	1	1.47
1	20	2	2	125	7	30	3	34	33	23	17	40	35	28	25	32	20	2	2.15
1	20	2	2	126	10	25	18	16	36	12	19	40	10	21	1	23	24	3	0.9399999999
1	20	2	2	127	1	16	10	8	7	24	15	17	1	19	33	11	18	2	1.23
1	20	2	2	128	6	23	32	37	36	35	8	16	6	27	10	13	40	1	1.74
1	20	2	2	129	4	12	31	24	28	34	18	20	23	27	11	19	1	1	0.95
1	20	2	2	130	5	32	7	30	19	3	6	13	23	22	12	8	24	2	1.86
1	21	3	0	1	1	20	36	16	2	12	25	4	9	32	34	6	24	-1	-1
1	21	3	0	2	2	29	23	7	14	5	17	28	21	31	27	18	33	-1	-1
1	21	3	0	3	3	10	8	22	13	35	40	3	37	39	1	38	19	-1	-1
1	21	3	0	4	4	11	15	26	30	0	0	0	0	0	0	0	0	-1	-1
1	21	3	1	1	1	20	34	24	12	16	4	2	32	36	9	6	25	-1	-1
1	21	3	1	2	2	21	18	5	23	7	28	33	29	14	31	17	27	-1	-1
1	21	3	1	3	3	39	22	10	37	35	13	19	38	40	1	8	3	-1	-1
1	21	3	1	4	3	8	36	22	38	13	3	1	35	39	19	10	40	-1	-1
1	21	3	1	5	3	37	38	19	3	32	1	22	35	10	8	13	39	-1	-1
1	21	3	1	6	2	32	5	18	21	27	23	17	29	14	7	33	28	-1	-1
1	21	3	1	7	3	35	39	33	22	13	19	38	3	1	10	37	40	-1	-1
1	21	3	1	8	3	10	3	19	38	39	35	40	13	22	1	8	37	-1	-1
1	21	3	1	9	1	24	12	20	4	6	16	36	25	32	34	2	9	-1	-1
1	21	3	1	10	3	22	35	20	38	40	3	37	39	13	10	19	8	-1	-1
1	21	3	1	11	2	28	14	12	33	21	5	29	27	36	18	17	31	-1	-1
1	21	3	1	12	1	36	31	6	25	24	16	2	32	4	20	12	9	-1	-1
1	21	3	1	13	1	36	24	4	38	32	6	34	8	16	2	25	9	-1	-1
1	21	3	1	14	1	12	16	19	32	4	2	14	34	20	9	6	24	-1	-1
1	21	3	1	15	3	13	19	35	37	3	1	39	38	8	22	10	40	-1	-1
1	21	3	1	16	1	5	2	6	32	16	24	25	14	20	36	9	28	-1	-1
1	21	3	1	17	3	22	13	8	5	38	37	10	19	35	39	3	1	-1	-1
1	21	3	1	18	3	38	39	3	35	21	1	23	25	22	4	28	40	-1	-1
1	21	3	1	19	3	39	19	40	22	3	35	1	33	13	38	8	37	-1	-1
1	21	3	1	20	1	36	25	2	4	34	21	18	32	9	12	20	6	-1	-1
1	21	3	1	21	1	16	24	34	20	36	2	32	12	4	9	6	25	-1	-1
1	21	3	1	22	1	2	32	25	9	6	29	20	36	24	12	4	34	-1	-1
1	21	3	1	23	1	2	24	34	12	25	32	16	4	6	7	9	20	-1	-1
1	21	3	1	24	2	36	23	18	17	21	29	14	5	7	31	33	16	-1	-1
1	21	3	1	25	2	17	31	5	29	28	7	23	18	14	33	21	27	-1	-1
1	21	3	1	26	3	22	8	1	38	39	10	5	40	34	35	17	13	-1	-1
1	21	3	1	27	2	28	31	27	14	7	17	18	21	5	33	39	23	-1	-1
1	21	3	1	28	1	20	25	12	36	24	34	4	2	6	9	32	16	-1	-1
1	21	3	1	29	2	23	25	7	4	21	5	17	18	31	14	33	29	-1	-1
1	21	3	1	30	2	5	33	23	21	7	14	31	27	28	17	29	35	-1	-1
1	21	3	1	31	2	5	14	21	27	7	2	17	33	18	16	29	23	-1	-1
1	21	3	1	32	2	4	23	14	28	27	39	25	17	33	21	7	29	-1	-1
1	21	3	1	33	2	27	33	21	5	7	23	28	18	31	29	34	1	-1	-1
1	21	3	1	34	2	5	6	33	7	2	32	29	31	14	28	18	17	-1	-1
1	21	3	1	35	1	25	16	2	6	32	4	20	34	24	9	12	36	-1	-1
1	21	3	1	36	2	31	29	17	5	18	2	27	23	7	28	14	21	-1	-1
1	21	3	1	37	1	32	20	34	12	36	3	25	4	2	6	24	27	-1	-1
1	21	3	1	38	3	13	22	1	10	8	16	40	35	37	39	38	34	-1	-1
1	21	3	1	39	3	19	28	6	37	35	39	1	14	13	40	38	3	-1	-1
1	21	3	1	40	3	10	19	3	39	8	1	40	37	22	13	35	5	-1	-1
1	21	3	1	41	2	28	17	2	25	18	23	40	21	32	31	39	5	-1	-1
1	21	3	1	42	1	20	23	6	12	4	9	24	34	36	2	16	32	-1	-1
1	21	3	1	43	3	37	8	19	35	1	38	39	3	10	17	13	22	-1	-1
1	21	3	1	44	3	40	9	35	37	3	1	38	22	39	10	13	19	-1	-1
1	21	3	1	45	1	4	28	21	34	25	6	36	16	24	2	20	9	-1	-1
1	21	3	1	46	2	33	31	7	23	27	29	21	14	5	36	28	18	-1	-1
1	21	3	1	47	3	1	22	8	19	35	27	38	40	39	13	37	3	-1	-1
1	21	3	1	48	2	32	27	7	14	28	5	18	23	31	33	17	21	-1	-1
1	21	3	1	49	3	13	35	8	19	17	37	38	40	1	22	10	3	-1	-1
1	21	3	1	50	3	39	40	35	1	5	8	38	22	13	18	37	3	-1	-1
1	21	3	1	51	1	34	36	27	20	2	32	12	6	24	17	18	25	-1	-1
1	21	3	1	52	2	28	3	27	18	5	23	31	14	21	7	29	17	-1	-1
1	21	3	1	53	1	24	9	16	4	38	35	25	2	12	34	20	6	-1	-1
1	21	3	1	54	1	12	6	32	36	25	2	34	4	16	20	24	9	-1	-1
1	21	3	1	55	3	19	37	1	22	38	35	13	39	8	3	40	10	-1	-1
1	21	3	1	56	1	16	9	25	2	24	36	32	10	4	6	7	20	-1	-1
1	21	3	1	57	1	34	24	25	2	32	36	9	13	4	20	16	6	-1	-1
1	21	3	1	58	1	16	20	32	12	6	25	4	24	2	9	34	36	-1	-1
1	21	3	1	59	3	3	19	13	37	10	39	1	38	22	40	8	35	-1	-1
1	21	3	1	60	1	24	2	20	1	4	34	6	36	32	16	12	25	-1	-1
1	21	3	1	61	2	28	31	7	18	17	29	6	33	27	23	2	21	-1	-1
1	21	3	1	62	1	2	25	6	4	12	9	34	20	36	24	32	16	-1	-1
1	21	3	1	63	2	2	23	7	18	33	5	29	27	28	17	21	31	-1	-1
1	21	3	1	64	1	25	2	9	4	16	24	20	17	22	28	6	36	-1	-1
1	21	3	1	65	1	22	34	6	9	21	2	24	20	16	25	4	36	-1	-1
1	21	3	1	66	3	34	10	35	22	39	3	38	40	37	1	13	8	-1	-1
1	21	3	1	67	3	35	19	22	13	38	1	40	3	10	8	39	37	-1	-1
1	21	3	1	68	3	3	13	40	8	22	37	21	19	39	10	35	20	-1	-1
1	21	3	1	69	1	34	6	16	32	2	25	24	4	12	36	27	9	-1	-1
1	21	3	1	70	1	36	20	32	9	12	24	34	16	2	6	25	4	-1	-1
1	21	3	1	71	3	3	35	39	12	22	19	6	38	40	1	10	37	-1	-1
1	21	3	1	72	3	36	31	19	39	1	7	16	10	8	37	35	40	-1	-1
1	21	3	1	73	1	6	34	9	16	2	4	24	12	32	20	36	25	-1	-1
1	21	3	1	74	1	34	12	20	25	24	32	16	9	2	36	4	6	-1	-1
1	21	3	1	75	2	27	7	28	21	23	31	12	29	17	18	5	14	-1	-1
1	21	3	1	76	2	29	33	31	5	21	18	17	7	28	27	38	14	-1	-1
1	21	3	1	77	2	28	32	5	27	31	18	23	21	33	29	7	14	-1	-1
1	21	3	1	78	2	23	33	18	7	28	14	31	21	27	5	29	17	-1	-1
1	21	3	1	79	2	27	29	28	17	23	18	7	33	5	21	31	10	-1	-1
1	21	3	1	80	3	35	19	10	3	8	1	39	13	9	40	22	38	-1	-1
1	21	3	1	81	2	7	23	4	31	28	21	33	9	29	5	37	27	-1	-1
1	21	3	1	82	3	3	8	27	39	20	40	38	37	1	22	19	35	-1	-1
1	21	3	1	83	3	35	1	10	33	19	22	37	3	38	40	8	39	-1	-1
1	21	3	1	84	2	14	32	17	36	7	21	5	27	18	31	28	23	-1	-1
1	21	3	1	85	2	18	33	23	31	20	29	28	27	14	5	17	7	-1	-1
1	21	3	1	86	2	34	17	27	36	29	28	18	31	23	12	5	39	-1	-1
1	21	3	1	87	3	39	3	22	4	9	1	33	8	38	10	19	13	-1	-1
1	21	3	1	88	2	21	17	23	18	33	36	28	29	5	7	31	14	-1	-1
1	21	3	1	89	2	28	27	17	33	23	21	7	31	5	14	18	12	-1	-1
1	21	3	1	90	1	24	16	27	6	36	34	25	2	9	32	20	12	-1	-1
1	21	3	2	1	9	5	27	17	40	22	39	29	18	19	23	31	21	2	3.08
1	21	3	2	2	13	37	35	19	38	40	1	3	33	14	28	39	21	3	8.780000001
1	21	3	2	3	6	28	36	7	21	39	40	24	4	17	22	27	35	2	6.27
1	21	3	2	4	2	36	10	40	34	21	9	8	4	6	32	16	37	3	3.29
