subject,session,run,block,trial_in_block,n_options,dominant_label,alternative_label,excluded_label,response,correct,rt,prop_dominant_dots,dir1_deg,dir2_deg,dir3_deg
5,1,5,2,22,3,2,,,2,1,0.4411,0.6,10.178,130.178,250.178
5,1,5,2,23,3,2,,,2,1,0.3448,0.6,134.416,254.416,14.416
5,1,5,2,24,3,2,,,2,1,0.389,0.6,155.033,275.033,35.033
5,1,5,2,25,3,2,,,2,1,1.2704,0.6,73.158,193.158,313.158
5,1,5,2,26,3,1,,,2,0,0.564,0.6,241.651,1.651,121.651
5,1,5,2,27,3,2,,,2,1,0.3037,0.6,146.7,266.7,26.7
5,1,5,2,28,3,2,,,2,1,0.5324,0.6,291.688,51.688,171.688
5,1,5,2,29,3,2,,,2,1,0.3363,0.6,156.411,276.411,36.411
5,1,5,2,30,3,1,,,1,1,1.3485,0.6,198.646,318.646,78.646
5,1,5,2,31,3,1,,,1,1,0.4791,0.6,155.756,275.756,35.756
5,1,5,2,32,3,3,,,3,1,0.8052,0.6,52.663,172.663,292.663
5,1,5,2,33,3,1,,,1,1,0.4704,0.6,227.219,347.219,107.219
5,1,5,2,34,3,2,,,2,1,0.4771,0.6,115.468,235.468,355.468
5,1,5,2,35,3,2,,,1,0,0.7389,0.6,15.878,135.878,255.878
5,1,5,2,36,3,3,,,3,1,0.9508,0.6,265.027,25.027,145.027
5,1,5,2,37,3,3,,,2,0,1.3695,0.6,18.579,138.579,258.579
5,1,5,2,38,3,3,,,2,0,1.643,0.6,306.493,66.493,186.493
5,1,5,2,39,3,3,,,3,1,0.5615,0.6,110.794,230.794,350.794
5,1,5,2,40,3,3,,,3,1,0.7169,0.6,109.167,229.167,349.167
5,1,5,2,41,3,3,,,3,1,0.8566,0.6,245.247,5.247,125.247
5,1,5,2,42,3,2,,,2,1,0.5119,0.6,113.539,233.539,353.539
5,1,5,2,43,3,3,,,1,0,0.7648,0.6,37.667,157.667,277.667
5,1,5,2,44,3,1,,,1,1,0.5678,0.6,320.529,80.529,200.529
5,1,5,2,45,3,2,,,2,1,0.4174,0.6,224.983,344.983,104.983
5,1,5,2,46,3,1,,,2,0,0.562,0.6,7.784,127.784,247.784
5,1,5,2,47,3,2,,,2,1,0.3975,0.6,210.321,330.321,90.321
5,1,5,2,48,3,2,,,2,1,0.5349,0.6,88.207,208.207,328.207
5,1,5,2,49,3,1,,,1,1,0.6272,0.6,308.752,68.752,188.752
5,1,5,2,50,3,1,,,1,1,0.4355,0.6,152.137,272.137,32.137
5,1,5,3,1,2,2,,,3,0,0.7973,0.6,325.475,85.475,205.475
5,1,5,3,2,2,3,,,3,1,0.3748,0.6,93.589,213.589,333.589
5,1,5,3,3,2,1,,,1,1,0.4975,0.6,133.496,253.496,13.496
5,1,5,3,4,2,3,,,2,0,0.4952,0.6,330.404,90.404,210.404
5,1,5,3,5,2,3,,,3,1,0.709,0.6,42.236,162.236,282.236
5,1,5,3,6,2,1,,,1,1,0.4502,0.6,224.998,344.998,104.998
5,1,5,3,7,2,3,,,3,1,1.8727,0.6,101.387,221.387,341.387
5,1,5,3,8,2,3,,,3,1,0.5497,0.6,122.451,242.451,2.451
5,1,5,3,9,2,3,,,3,1,0.3448,0.6,102.444,222.444,342.444
5,1,5,3,10,2,1,,,1,1,0.5092,0.6,250.045,10.045,130.045
5,1,5,3,11,2,1,,,1,1,0.49,0.6,113.827,233.827,353.827
5,1,5,3,12,2,3,,,3,1,0.6394,0.6,261.373,21.373,141.373
5,1,5,3,13,2,3,,,3,1,0.5191,0.6,127.503,247.503,7.503
5,1,5,3,14,2,2,,,2,1,0.4679,0.6,107.489,227.489,347.489
5,1,5,3,15,2,1,,,3,0,2.3061,0.6,18.88,138.88,258.88
5,1,5,3,16,2,2,,,2,1,0.5337,0.6,214.128,334.128,94.128
5,1,5,3,17,2,3,,,3,1,0.5294,0.6,263.751,23.751,143.751
5,1,5,3,18,2,2,,,1,0,1.5579,0.6,22.841,142.841,262.841
5,1,5,3,19,2,2,,,2,1,0.3598,0.6,208.999,328.999,88.999
5,1,5,3,20,2,3,,,3,1,0.5867,0.6,234.532,354.532,114.532
5,1,5,3,21,2,1,,,3,0,1.4684,0.6,63.279,183.279,303.279
5,1,5,3,22,2,3,,,3,1,1.4496,0.6,333.107,93.107,213.107
5,1,5,3,23,2,3,,,3,1,0.5361,0.6,95.795,215.795,335.795
5,1,5,3,24,2,1,,,1,1,1.0117,0.6,315.067,75.067,195.067
5,1,5,3,25,2,3,,,3,1,0.7083,0.6,348.695,108.695,228.695
5,1,5,3,26,2,1,,,3,0,0.8493,0.6,135.007,255.007,15.007
5,1,5,3,27,2,1,,,2,0,0.8238,0.6,333.934,93.934,213.934
5,1,5,3,28,2,2,,,2,1,0.4479,0.6,165.458,285.458,45.458
5,1,5,3,29,2,1,,,3,0,0.6231,0.6,34.058,154.058,274.058
5,1,5,3,30,2,2,,,3,0,1.3036,0.6,354.948,114.948,234.948
5,1,5,3,31,2,3,,,3,1,0.5716,0.6,239.254,359.254,119.254
5,1,5,3,32,2,3,,,3,1,0.4863,0.6,80.435,200.435,320.435
5,1,5,3,33,2,3,,,2,0,0.436,0.6,336.256,96.256,216.256
5,1,5,3,34,2,3,,,3,1,0.4756,0.6,82.749,202.749,322.749
5,1,5,3,35,2,3,,,3,1,0.5784,0.6,50.21,170.21,290.21
5,1,5,3,36,2,2,,,2,1,0.4365,0.6,85.14,205.14,325.14
5,1,5,3,37,2,1,,,2,0,0.5641,0.6,309.611,69.611,189.611
5,1,5,3,38,2,1,,,1,1,0.9275,0.6,309.444,69.444,189.444
5,1,5,3,39,2,3,,,3,1,0.4278,0.6,122.469,242.469,2.469
5,1,5,3,40,2,3,,,3,1,0.548,0.6,250.011,10.011,130.011
5,1,5,3,41,2,1,,,1,1,0.7672,0.6,343.367,103.367,223.367
5,1,5,3,42,2,2,,,2,1,1.058,0.6,183.781,303.781,63.781
5,1,5,3,43,2,3,,,3,1,0.7285,0.6,22.621,142.621,262.621
5,1,5,3,44,2,2,,,1,0,1.548,0.6,46.061,166.061,286.061
5,1,5,3,45,2,2,,,2,1,0.4951,0.6,248.892,8.892,128.892
5,1,5,3,46,2,2,,,2,1,0.4366,0.6,10.708,130.708,250.708
5,1,5,3,47,2,1,,,1,1,0.4925,0.6,13.063,133.063,253.063
5,1,5,3,48,2,1,,,1,1,0.4506,0.6,330.871,90.871,210.871
5,1,5,3,49,2,1,,,1,1,0.6176,0.6,279.751,39.751,159.751
5,1,5,3,50,2,3,,,3,1,1.5056,0.6,344.35,104.35,224.35
5,1,5,4,1,3,2,,,2,1,0.4718,0.6,53.862,173.862,293.862
5,1,5,4,2,3,1,,,1,1,0.4386,0.6,91.389,211.389,331.389
5,1,5,4,3,3,3,,,3,1,0.5103,0.6,153.096,273.096,33.096
5,1,5,4,4,3,1,,,1,1,0.7953,0.6,216.422,336.422,96.422
5,1,5,4,5,3,1,,,3,0,0.5495,0.6,26.642,146.642,266.642
5,1,5,4,6,3,1,,,1,1,0.4323,0.6,135.617,255.617,15.617
5,1,5,4,7,3,1,,,1,1,0.4164,0.6,59.449,179.449,299.449
5,1,5,4,8,3,1,,,1,1,0.4648,0.6,241.569,1.569,121.569
5,1,5,4,9,3,2,,,2,1,0.5188,0.6,212.672,332.672,92.672
5,1,5,4,10,3,3,,,3,1,0.5474,0.6,166.907,286.907,46.907
5,1,5,4,11,3,2,,,2,1,0.4956,0.6,212.939,332.939,92.939
5,1,5,4,12,3,2,,,2,1,0.4368,0.6,252.07,12.07,132.07
5,1,5,4,13,3,2,,,2,1,0.3169,0.6,219.717,339.717,99.717
5,1,5,4,14,3,1,,,2,0,1.0251,0.6,354.357,114.357,234.357
5,1,5,4,15,3,3,,,3,1,0.6728,0.6,125.253,245.253,5.253
5,1,5,4,16,3,2,,,3,0,0.8718,0.6,24.084,144.084,264.084
5,1,5,4,17,3,1,,,2,0,0.5013,0.6,144.098,264.098,24.098
5,1,5,4,18,3,1,,,2,0,0.5066,0.6,16.013,136.013,256.013
5,1,5,4,19,3,3,,,3,1,0.7762,0.6,257.207,17.207,137.207
5,1,5,4,20,3,3,,,3,1,0.6901,0.6,302.85,62.85,182.85
5,1,5,4,21,3,1,,,2,0,2.2237,0.6,155.231,275.231,35.231
5,1,5,4,22,3,2,,,2,1,0.4698,0.6,175.648,295.648,55.648
5,1,5,4,23,3,1,,,1,1,0.4923,0.6,174.604,294.604,54.604
5,1,5,4,24,3,3,,,3,1,0.5387,0.6,231.712,351.712,111.712
5,1,5,4,25,3,2,,,3,0,0.8944,0.6,29.379,149.379,269.379
5,1,5,4,26,3,3,,,2,0,0.523,0.6,148.364,268.364,28.364
5,1,5,4,27,3,2,,,2,1,0.4081,0.6,272.767,32.767,152.767
5,1,5,4,28,3,3,,,2,0,1.3771,0.6,256.894,16.894,136.894
5,1,5,4,29,3,3,,,3,1,1.0104,0.6,300.579,60.579,180.579
5,1,5,4,30,3,2,,,2,1,0.5151,0.6,62.481,182.481,302.481
5,1,5,4,31,3,1,,,2,0,0.5911,0.6,53.954,173.954,293.954
5,1,5,4,32,3,1,,,1,1,0.4736,0.6,183.02,303.02,63.02
5,1,5,4,33,3,3,,,2,0,0.5279,0.6,25.905,145.905,265.905
5,1,5,4,34,3,2,,,3,0,0.8757,0.6,19.871,139.871,259.871
5,1,5,4,35,3,1,,,1,1,1.2901,0.6,244.366,4.366,124.366
5,1,5,4,36,3,2,,,3,0,0.6554,0.6,355.129,115.129,235.129
5,1,5,4,37,3,3,,,1,0,0.5261,0.6,345.226,105.226,225.226
5,1,5,4,38,3,3,,,3,1,0.5304,0.6,283.765,43.765,163.765
5,1,5,4,39,3,1,,,1,1,0.5907,0.6,282.104,42.104,162.104
5,1,5,4,40,3,2,,,3,0,0.5763,0.6,2.261,122.261,242.261
5,1,5,4,41,3,3,,,2,0,0.4746,0.6,61.433,181.433,301.433
5,1,5,4,42,3,3,,,1,0,0.6333,0.6,352.934,112.934,232.934
5,1,5,4,43,3,3,,,1,0,0.4654,0.6,51.634,171.634,291.634
5,1,5,4,44,3,3,,,2,0,0.4075,0.6,5.62,125.62,245.62
5,1,5,4,45,3,2,,,2,1,1.9042,0.6,317.282,77.282,197.282
5,1,5,4,46,3,1,,,3,0,0.5798,0.6,143.827,263.827,23.827
5,1,5,4,47,3,3,,,3,1,0.503,0.6,199.975,319.975,79.975
5,1,5,4,48,3,1,,,1,1,0.4759,0.6,215.276,335.276,95.276
5,1,5,4,49,3,1,,,1,1,0.6263,0.6,98.485,218.485,338.485
5,1,5,4,50,3,2,,,2,1,0.5627,0.6,67.619,187.619,307.619
5,2,1,1,1,2,2,,,2,1,3.381,0.6,22.017,142.017,262.017
5,2,1,1,2,2,2,,,2,1,0.6036,0.6,145.987,265.987,25.987
5,2,1,1,3,2,3,,,3,1,0.6611,0.6,141.785,261.785,21.785
5,2,1,1,4,2,1,,,2,0,0.5804,0.6,334.967,94.967,214.967
5,2,1,1,5,2,2,,,2,1,0.4059,0.6,263.457,23.457,143.457
5,2,1,1,6,2,3,,,3,1,0.5268,0.6,234.215,354.215,114.215
5,2,1,1,7,2,3,,,3,1,0.6836,0.6,58.862,178.862,298.862
5,2,1,1,8,2,3,,,3,1,0.8648,0.6,194.517,314.517,74.517
5,2,1,1,9,2,2,,,2,1,0.4879,0.6,221.248,341.248,101.248
5,2,1,1,10,2,3,,,3,1,0.541,0.6,91.118,211.118,331.118
5,2,1,1,11,2,3,,,2,0,1.2492,0.6,13.722,133.722,253.722
5,2,1,1,12,2,2,,,2,1,0.4318,0.6,49.472,169.472,289.472
5,2,1,1,13,2,3,,,1,0,0.5994,0.6,314.503,74.503,194.503
5,2,1,1,14,2,2,,,2,1,0.3761,0.6,66.725,186.725,306.725
5,2,1,1,15,2,1,,,3,0,1.7791,0.6,46.895,166.895,286.895
5,2,1,1,16,2,2,,,3,0,2.3401,0.6,46.397,166.397,286.397
5,2,1,1,17,2,3,,,3,1,0.5499,0.6,83.873,203.873,323.873
5,2,1,1,18,2,2,,,2,1,0.4729,0.6,92.177,212.177,332.177
5,2,1,1,19,2,3,,,3,1,0.487,0.6,85.05,205.05,325.05
5,2,1,1,20,2,2,,,1,0,0.5812,0.6,345.464,105.464,225.464
5,2,1,1,21,2,1,,,2,0,0.5669,0.6,308.404,68.404,188.404
5,2,1,1,22,2,2,,,3,0,1.2014,0.6,39.038,159.038,279.038
5,2,1,1,23,2,1,,,1,1,0.5135,0.6,123.29,243.29,3.29
5,2,1,1,24,2,3,,,3,1,0.5911,0.6,310.763,70.763,190.763
5,2,1,1,25,2,3,,,3,1,1.425,0.6,214.538,334.538,94.538
5,2,1,1,26,2,2,,,1,0,0.5765,0.6,321.962,81.962,201.962
5,2,1,1,27,2,1,,,1,1,1.0428,0.6,0.038,120.038,240.038
5,2,1,1,28,2,1,,,1,1,0.754,0.6,77.346,197.346,317.346
5,2,1,1,29,2,3,,,3,1,0.7325,0.6,319.556,79.556,199.556
5,2,1,1,30,2,1,,,1,1,1.696,0.6,214.122,334.122,94.122
5,2,1,1,31,2,1,,,1,1,0.5005,0.6,281.393,41.393,161.393
5,2,1,1,32,2,1,,,1,1,0.5058,0.6,118.617,238.617,358.617
5,2,1,1,33,2,2,,,2,1,0.3591,0.6,88.603,208.603,328.603
5,2,1,1,34,2,1,,,2,0,0.4742,0.6,220.874,340.874,100.874
5,2,1,1,35,2,2,,,3,0,0.7046,0.6,320.052,80.052,200.052
5,2,1,1,36,2,1,,,1,1,0.4935,0.6,124.918,244.918,4.918
5,2,1,1,37,2,3,,,3,1,0.4987,0.6,70.443,190.443,310.443
5,2,1,1,38,2,3,,,3,1,0.4399,0.6,49.229,169.229,289.229
5,2,1,1,39,2,2,,,3,0,0.5042,0.6,355.351,115.351,235.351
5,2,1,1,40,2,1,,,3,0,0.5969,0.6,221.259,341.259,101.259
5,2,1,1,41,2,2,,,2,1,0.5105,0.6,110.38,230.38,350.38
5,2,1,1,42,2,2,,,3,0,0.9882,0.6,133.124,253.124,13.124
5,2,1,1,43,2,3,,,1,0,0.5332,0.6,322.102,82.102,202.102
5,2,1,1,44,2,1,,,1,1,0.7368,0.6,262.385,22.385,142.385
5,2,1,1,45,2,3,,,3,1,0.7804,0.6,16.974,136.974,256.974
5,2,1,1,46,2,3,,,3,1,1.4787,0.6,22.26,142.26,262.26
5,2,1,1,47,2,2,,,2,1,0.5003,0.6,162.45,282.45,42.45
5,2,1,1,48,2,1,,,1,1,0.4732,0.6,174.776,294.776,54.776
5,2,1,1,49,2,2,,,2,1,0.4397,0.6,103.011,223.011,343.011
5,2,1,1,50,2,2,,,2,1,0.4311,0.6,281.167,41.167,161.167
5,2,1,2,1,3,3,,,1,0,1.1379,0.6,15.275,135.275,255.275
5,2,1,2,2,3,1,,,1,1,0.4845,0.6,255.662,15.662,135.662
5,2,1,2,3,3,3,,,3,1,0.5387,0.6,104.308,224.308,344.308
5,2,1,2,4,3,2,,,2,1,0.4144,0.6,258.525,18.525,138.525
5,2,1,2,5,3,1,,,3,0,1.0872,0.6,18.261,138.261,258.261
5,2,1,2,6,3,3,,,1,0,0.5086,0.6,18.359,138.359,258.359
5,2,1,2,7,3,2,,,2,1,0.3532,0.6,260.128,20.128,140.128
5,2,1,2,8,3,2,,,2,1,0.5405,0.6,94.579,214.579,334.579
5,2,1,2,9,3,3,,,3,1,0.6808,0.6,146.159,266.159,26.159
5,2,1,2,10,3,1,,,1,1,0.4383,0.6,104.631,224.631,344.631
5,2,1,2,11,3,1,,,1,1,0.583,0.6,206.211,326.211,86.211
5,2,1,2,12,3,3,,,3,1,0.7999,0.6,345.199,105.199,225.199
5,2,1,2,13,3,1,,,1,1,0.5132,0.6,60.508,180.508,300.508
5,2,1,2,14,3,3,,,3,1,0.8458,0.6,90.418,210.418,330.418
5,2,1,2,15,3,3,,,3,1,0.6691,0.6,9.38,129.38,249.38
5,2,1,2,16,3,3,,,1,0,0.7557,0.6,216.177,336.177,96.177
5,2,1,2,17,3,3,,,3,1,1.9744,0.6,168.782,288.782,48.782
5,2,1,2,18,3,1,,,3,0,0.8314,0.6,356.239,116.239,236.239
5,2,1,2,19,3,1,,,1,1,0.4713,0.6,234.928,354.928,114.928
5,2,1,2,20,3,2,,,2,1,0.5822,0.6,311.957,71.957,191.957
5,2,1,2,21,3,2,,,2,1,0.4641,0.6,317.714,77.714,197.714
5,2,1,2,22,3,3,,,3,1,0.5189,0.6,294.864,54.864,174.864
5,2,1,2,23,3,1,,,1,1,0.5393,0.6,102.529,222.529,342.529
5,2,1,2,24,3,1,,,3,0,0.8708,0.6,150.41,270.41,30.41
5,2,1,2,25,3,2,,,2,1,0.597,0.6,250.966,10.966,130.966
5,2,1,2,26,3,1,,,1,1,0.5831,0.6,219.709,339.709,99.709
5,2,1,2,27,3,1,,,2,0,1.1521,0.6,251.016,11.016,131.016
5,2,1,2,28,3,2,,,2,1,0.4428,0.6,217.82,337.82,97.82
5,2,1,2,29,3,1,,,1,1,0.3628,0.6,274.235,34.235,154.235
5,2,1,2,30,3,1,,,1,1,0.4619,0.6,179.647,299.647,59.647
5,2,1,2,31,3,3,,,1,0,1.1495,0.6,142.652,262.652,22.652
5,2,1,2,32,3,1,,,2,0,0.4475,0.6,59.455,179.455,299.455
5,2,1,2,33,3,1,,,1,1,0.503,0.6,256.584,16.584,136.584
5,2,1,2,34,3,1,,,1,1,0.5004,0.6,210.392,330.392,90.392
5,2,1,2,35,3,3,,,2,0,0.4976,0.6,249.425,9.425,129.425
5,2,1,2,36,3,2,,,2,1,0.5277,0.6,46.62,166.62,286.62
5,2,1,2,37,3,2,,,2,1,0.4037,0.6,73.33,193.33,313.33
5,2,1,2,38,3,3,,,3,1,0.5492,0.6,156.307,276.307,36.307
5,2,1,2,39,3,2,,,2,1,0.9998,0.6,26.963,146.963,266.963
5,2,1,2,40,3,2,,,2,1,1.009,0.6,280.085,40.085,160.085
5,2,1,2,41,3,2,,,2,1,2.7849,0.6,286.228,46.228,166.228
5,2,1,2,42,3,2,,,2,1,0.5041,0.6,247.654,7.654,127.654
5,2,1,2,43,3,3,,,3,1,0.822,0.6,74.714,194.714,314.714
5,2,1,2,44,3,1,,,1,1,0.5498,0.6,5.842,125.842,245.842
5,2,1,2,45,3,3,,,3,1,0.6803,0.6,38.042,158.042,278.042
5,2,1,2,46,3,3,,,3,1,0.5509,0.6,338.527,98.527,218.527
5,2,1,2,47,3,3,,,2,0,0.4183,0.6,22.798,142.798,262.798
5,2,1,2,48,3,2,,,2,1,0.4101,0.6,324.656,84.656,204.656
5,2,1,2,49,3,3,,,3,1,1.0114,0.6,323.123,83.123,203.123
5,2,1,2,50,3,3,,,3,1,0.4764,0.6,51.882,171.882,291.882
5,2,1,3,1,2,2,,,2,1,0.3812,0.6,348.138,108.138,228.138
5,2,1,3,2,2,1,,,1,1,0.4624,0.6,178.216,298.216,58.216
5,2,1,3,3,2,3,,,3,1,1.8062,0.6,222.107,342.107,102.107
5,2,1,3,4,2,1,,,1,1,0.4773,0.6,16.75,136.75,256.75
5,2,1,3,5,2,1,,,1,1,0.4845,0.6,214.293,334.293,94.293
5,2,1,3,6,2,3,,,3,1,0.7295,0.6,233.674,353.674,113.674
5,2,1,3,7,2,2,,,2,1,0.4462,0.6,242.084,2.084,122.084
5,2,1,3,8,2,2,,,2,1,0.3342,0.6,249.865,9.865,129.865
5,2,1,3,9,2,1,,,1,1,0.4664,0.6,210.032,330.032,90.032
5,2,1,3,10,2,3,,,3,1,0.5603,0.6,342.329,102.329,222.329
5,2,1,3,11,2,3,,,1,0,1.9639,0.6,230.092,350.092,110.092
5,2,1,3,12,2,2,,,2,1,0.5091,0.6,140.576,260.576,20.576
5,2,1,3,13,2,1,,,3,0,0.4498,0.6,316.946,76.946,196.946
5,2,1,3,14,2,2,,,2,1,0.4889,0.6,45.36,165.36,285.36
5,2,1,3,15,2,3,,,3,1,0.4873,0.6,115.887,235.887,355.887
5,2,1,3,16,2,1,,,1,1,0.5565,0.6,17.417,137.417,257.417
5,2,1,3,17,2,1,,,1,1,1.2317,0.6,217.035,337.035,97.035
5,2,1,3,18,2,1,,,1,1,0.4956,0.6,134.924,254.924,14.924
5,2,1,3,19,2,3,,,3,1,0.7251,0.6,309.935,69.935,189.935
5,2,1,3,20,2,2,,,2,1,0.4895,0.6,70.893,190.893,310.893
5,2,1,3,21,2,3,,,1,0,0.8237,0.6,223.104,343.104,103.104
5,2,1,3,22,2,3,,,3,1,0.5756,0.6,58.648,178.648,298.648
5,2,1,3,23,2,3,,,3,1,0.4978,0.6,36.369,156.369,276.369
5,2,1,3,24,2,2,,,2,1,2.52,0.6,155.042,275.042,35.042
5,2,1,3,25,2,1,,,1,1,0.4975,0.6,94.944,214.944,334.944
5,2,1,3,26,2,2,,,3,0,0.6156,0.6,290.722,50.722,170.722
5,2,1,3,27,2,1,,,1,1,0.432,0.6,18.087,138.087,258.087
5,2,1,3,28,2,3,,,2,0,0.7275,0.6,241.431,1.431,121.431
5,2,1,3,29,2,1,,,3,0,1.6283,0.6,197.895,317.895,77.895
5,2,1,3,30,2,2,,,2,1,1.4352,0.6,12.373,132.373,252.373
5,2,1,3,31,2,1,,,1,1,1.3855,0.6,122.216,242.216,2.216
5,2,1,3,32,2,3,,,3,1,0.7624,0.6,45.058,165.058,285.058
5,2,1,3,33,2,2,,,3,0,0.8135,0.6,314.941,74.941,194.941
5,2,1,3,34,2,1,,,1,1,1.5105,0.6,151.609,271.609,31.609
5,2,1,3,35,2,3,,,1,0,0.6741,0.6,336.112,96.112,216.112
5,2,1,3,36,2,3,,,2,0,1.7204,0.6,183.354,303.354,63.354
5,2,1,3,37,2,3,,,3,1,0.5316,0.6,30.806,150.806,270.806
5,2,1,3,38,2,3,,,3,1,0.4636,0.6,67.338,187.338,307.338
5,2,1,3,39,2,2,,,2,1,1.1184,0.6,163.708,283.708,43.708
5,2,1,3,40,2,2,,,1,0,0.4581,0.6,223.781,343.781,103.781
5,2,1,3,41,2,1,,,3,0,0.8414,0.6,220.479,340.479,100.479
5,2,1,3,42,2,3,,,1,0,2.0966,0.6,162.115,282.115,42.115
5,2,1,3,43,2,1,,,1,1,1.4849,0.6,253.126,13.126,133.126
5,2,1,3,44,2,1,,,3,0,0.5534,0.6,281.715,41.715,161.715
5,2,1,3,45,2,3,,,3,1,0.5006,0.6,60.392,180.392,300.392
5,2,1,3,46,2,3,,,2,0,2.8421,0.6,190.343,310.343,70.343
5,2,1,3,47,2,1,,,1,1,1.9585,0.6,192.061,312.061,72.061
5,2,1,3,48,2,2,,,2,1,0.4568,0.6,249.776,9.776,129.776
5,2,1,3,49,2,2,,,2,1,0.5034,0.6,36.282,156.282,276.282
5,2,1,3,50,2,2,,,2,1,1.0365,0.6,266.65,26.65,146.65
5,2,1,4,1,3,1,,,2,0,0.518,0.6,298.224,58.224,178.224
5,2,1,4,2,3,2,,,2,1,0.5144,0.6,313.402,73.402,193.402
5,2,1,4,3,3,1,,,1,1,0.4793,0.6,274.566,34.566,154.566
5,2,1,4,4,3,2,,,2,1,0.3976,0.6,325.439,85.439,205.439
5,2,1,4,5,3,1,,,1,1,0.5042,0.6,60.371,180.371,300.371
5,2,1,4,6,3,2,,,3,0,1.0689,0.6,212.393,332.393,92.393
5,2,1,4,7,3,2,,,3,0,1.195,0.6,243.135,3.135,123.135
5,2,1,4,8,3,1,,,3,0,0.6195,0.6,204.769,324.769,84.769
5,2,1,4,9,3,2,,,1,0,6.6924,0.6,175.495,295.495,55.495
5,2,1,4,10,3,2,,,1,0,0.6672,0.6,291.091,51.091,171.091
5,2,1,4,11,3,1,,,1,1,0.5938,0.6,259.093,19.093,139.093
5,2,1,4,12,3,3,,,3,1,0.9948,0.6,42.032,162.032,282.032
5,2,1,4,13,3,1,,,1,1,8.204,0.6,302.011,62.011,182.011
5,2,1,4,14,3,1,,,2,0,0.6211,0.6,290.532,50.532,170.532
5,2,1,4,15,3,3,,,3,1,0.5576,0.6,41.253,161.253,281.253
5,2,1,4,16,3,2,,,2,1,0.4011,0.6,16.492,136.492,256.492
5,2,1,4,17,3,1,,,3,0,0.5378,0.6,329.026,89.026,209.026
5,2,1,4,18,3,3,,,3,1,0.518,0.6,21.438,141.438,261.438
5,2,1,4,19,3,3,,,3,1,0.4264,0.6,3.131,123.131,243.131
5,2,1,4,20,3,2,,,1,0,0.4427,0.6,289.474,49.474,169.474
5,2,1,4,21,3,2,,,1,0,0.443,0.6,258.189,18.189,138.189
5,2,1,4,22,3,2,,,3,0,0.4829,0.6,140.873,260.873,20.873
5,2,1,4,23,3,3,,,1,0,0.4086,0.6,316.067,76.067,196.067
5,2,1,4,24,3,3,,,2,0,0.4017,0.6,273.344,33.344,153.344
5,2,1,4,25,3,3,,,2,0,0.4032,0.6,166.088,286.088,46.088
5,2,1,4,26,3,2,,,2,1,0.3403,0.6,64.071,184.071,304.071
5,2,1,4,27,3,1,,,2,0,0.3041,0.6,179.659,299.659,59.659
5,2,1,4,28,3,1,,,1,1,0.557,0.6,72.163,192.163,312.163
5,2,1,4,29,3,3,,,1,0,1.5368,0.6,16.212,136.212,256.212
5,2,1,4,30,3,2,,,3,0,0.4666,0.6,297.544,57.544,177.544
5,2,1,4,31,3,2,,,2,1,0.3691,0.6,0.196,120.196,240.196
5,2,1,4,32,3,3,,,1,0,0.5004,0.6,302.108,62.108,182.108
5,2,1,4,33,3,3,,,2,0,0.4894,0.6,155.561,275.561,35.561
5,2,1,4,34,3,1,,,2,0,0.8153,0.6,104.394,224.394,344.394
5,2,1,4,35,3,1,,,1,1,0.5669,0.6,326.076,86.076,206.076
5,2,1,4,36,3,2,,,1,0,0.9291,0.6,63.243,183.243,303.243
5,2,1,4,37,3,3,,,1,0,1.2455,0.6,151.104,271.104,31.104
5,2,1,4,38,3,3,,,1,0,1.8279,0.6,85.228,205.228,325.228
5,2,1,4,39,3,1,,,3,0,0.5549,0.6,307.395,67.395,187.395
5,2,1,4,40,3,3,,,1,0,0.9347,0.6,255.216,15.216,135.216
5,2,1,4,41,3,3,,,2,0,0.4413,0.6,210.106,330.106,90.106
5,2,1,4,42,3,2,,,2,1,0.4337,0.6,298.793,58.793,178.793
5,2,1,4,43,3,2,,,2,1,0.3615,0.6,119.012,239.012,359.012
5,2,1,4,44,3,2,,,2,1,0.3886,0.6,139.107,259.107,19.107
5,2,1,4,45,3,1,,,1,1,0.5669,0.6,129.744,249.744,9.744
5,2,1,4,46,3,2,,,2,1,0.4889,0.6,204.269,324.269,84.269
5,2,1,4,47,3,3,,,3,1,0.4708,0.6,111.596,231.596,351.596
5,2,1,4,48,3,2,,,3,0,0.6288,0.6,258.689,18.689,138.689
5,2,1,4,49,3,3,,,3,1,0.4777,0.6,74.535,194.535,314.535
5,2,1,4,50,3,1,,,1,1,0.4601,0.6,178.048,298.048,58.048
5,2,2,1,1,3,2,,,3,0,0.9974,0.6,34.816,154.816,274.816
5,2,2,1,2,3,2,,,2,1,0.454,0.6,112.193,232.193,352.193
5,2,2,1,3,3,1,,,1,1,0.6932,0.6,181.508,301.508,61.508
5,2,2,1,4,3,2,,,2,1,1.2192,0.6,268.917,28.917,148.917
5,2,2,1,5,3,1,,,1,1,0.4669,0.6,357.193,117.193,237.193
5,2,2,1,6,3,1,,,1,1,0.4171,0.6,182.289,302.289,62.289
5,2,2,1,7,3,2,,,2,1,0.4099,0.6,183.795,303.795,63.795
5,2,2,1,8,3,2,,,2,1,0.5951,0.6,84.715,204.715,324.715
5,2,2,1,9,3,1,,,1,1,0.9491,0.6,12.332,132.332,252.332
5,2,2,1,10,3,1,,,3,0,0.5035,0.6,215.023,335.023,95.023
5,2,2,1,11,3,3,,,3,1,0.5247,0.6,281.015,41.015,161.015
