kernel,d,seed,rank,n,n_train,lengthscale,cov_offdiag_rel,trace_frac_r,tv_vs_ref,ref_self_tv,top10_recall,ref_top10_recall,qpo_efficiency,max_p,sobol_nodes
matern52,5,0,2,1000,30,0.3,0.8194294005835362,0.07230673370477578,0.09557989550847701,0.007090249999999999,0.6,1.0,0.9060811166479505,0.0172775,512
matern52,5,0,4,1000,30,0.3,0.7310808426106609,0.1200545417105183,0.0890044732989142,0.007090249999999999,0.7,1.0,0.9424743823694554,0.0172775,512
matern52,5,0,8,1000,30,0.3,0.609426969704927,0.19364501701396714,0.07174215668901007,0.007090249999999999,0.8,1.0,0.9707875666760245,0.0172775,512
matern52,5,0,16,1000,30,0.3,0.4724685138137293,0.2947491468397064,0.05837373859697936,0.007090249999999999,0.9,1.0,0.9968219223750701,0.0172775,512
matern52,5,0,32,1000,30,0.3,0.33061565149969685,0.42251440779473953,0.05207586532478954,0.007090249999999999,0.9,1.0,0.9968219223750701,0.0172775,512
matern52,5,0,64,1000,30,0.3,0.20808892355478117,0.5651824381565907,0.06658571620618199,0.007090249999999999,0.8,1.0,0.9938434341661988,0.0172775,512
matern52,5,1,0,1000,30,0.3,1.0,0.0,0.10070709850978751,0.007405499999999999,0.6,1.0,0.9370727146756596,0.00780425,0
matern52,5,1,2,1000,30,0.3,0.8643648816402463,0.0592910943601205,0.08624694633113492,0.007405499999999999,0.6,1.0,0.9370727146756596,0.00780425,512
matern52,5,1,4,1000,30,0.3,0.7745785480721749,0.10500006296382301,0.07579262199690484,0.007405499999999999,0.7,1.0,0.9663138475921769,0.00780425,512
matern52,5,1,8,1000,30,0.3,0.6610482725064234,0.1738669161632755,0.0630656528727965,0.007405499999999999,0.7,1.0,0.9663138475921766,0.00780425,512
matern52,5,1,16,1000,30,0.3,0.5198478013639529,0.2732560820991863,0.05088836248156975,0.007405499999999999,0.8,1.0,0.9854629080861791,0.00780425,512
matern52,5,1,32,1000,30,0.3,0.36922203046079816,0.40181048799802016,0.046551254797782764,0.007405499999999999,0.9,1.0,0.995909747322554,0.00780425,512
matern52,5,1,64,1000,30,0.3,0.231617792180832,0.5493920677046742,0.06257564544200159,0.007405499999999999,0.8,1.0,0.9856882893561609,0.00780425,512
matern52,8,0,0,1000,30,0.3,1.0,0.0,0.030455523650968798,0.008918500000000001,0.8,0.9,0.9834221365249239,0.00245425,0
matern52,8,0,2,1000,30,0.3,0.873606864008097,0.024481207545257913,0.014422383519223404,0.008918500000000001,1.0,0.9,1.0,0.00245425,512
matern52,8,0,4,1000,30,0.3,0.8131304979088254,0.041732740697974016,0.012708617672987685,0.008918500000000001,1.0,0.9,0.9999999999999999,0.00245425,512
matern52,8,0,8,1000,30,0.3,0.7123708155949343,0.0720708080397731,0.011987316803625421,0.008918500000000001,1.0,0.9,1.0,0.00245425,512
matern52,8,0,16,1000,30,0.3,0.6242904691690242,0.11218952593348021,0.012668839095686635,0.008918500000000001,0.9,0.9,0.9964402660672926,0.00245425,512
matern52,8,0,32,1000,30,0.3,0.5125184331438739,0.17533984126205418,0.015391915766348033,0.008918500000000001,0.9,0.9,0.9964402660672926,0.00245425,512
matern52,8,0,64,1000,30,0.3,0.41048308596282185,0.2622581515905871,0.026484967871994183,0.008918500000000001,0.6,0.9,0.9714194439056669,0.00245425,512
matern52,8,1,0,1000,30,0.3,1.0,0.0,0.0265150443376942,0.00828125,0.7,1.0,0.9826893208452959,0.00388025,0
matern52,8,1,2,1000,30,0.3,0.8676265392485294,0.024760188025105948,0.01468245388601028,0.00828125,0.9,1.0,0.9907281027909823,0.00388025,512
matern52,8,1,4,1000,30,0.3,0.8027164892565649,0.04221686449695201,0.013979247924935156,0.00828125,0.9,1.0,0.9909634301313126,0.00388025,512
matern52,8,1,8,1000,30,0.3,0.7088385171130679,0.07112401343290833,0.010525869203005894,0.00828125,0.9,1.0,0.9910575610674449,0.00388025,512
matern52,8,1,16,1000,30,0.3,0.6217555455628785,0.11070775759771888,0.01123033981127941,0.00828125,0.9,1.0,0.9909634301313127,0.00388025,512
matern52,8,1,32,1000,30,0.3,0.5121239089539684,0.17263338093640856,0.014020383027527403,0.00828125,0.9,1.0,0.9979950110603849,0.00388025,512
matern52,8,1,64,1000,30,0.3,0.4128886274788011,0.25841571283224896,0.023435202680099215,0.00828125,0.8,1.0,0.978425189438509,0.00388025,512
matern52,10,0,0,1000,30,0.3,1.0,0.0,0.016827889451315005,0.008577500000000002,1.0,1.0,1.0,0.007953,0
matern52,10,0,2,1000,30,0.3,0.8628816206960715,0.014669230377361049,0.008950028050697476,0.008577500000000002,1.0,1.0,1.0,0.007953,512
matern52,10,0,4,1000,30,0.3,0.8178968350782271,0.024165955308291638,0.008787137461317283,0.008577500000000002,1.0,1.0,1.0,0.007953,512
matern52,10,0,8,1000,30,0.3,0.7376945147094737,0.041783311508298115,0.008394791090506665,0.008577500000000002,1.0,1.0,1.0,0.007953,512
matern52,10,0,16,1000,30,0.3,0.6616013583191479,0.06742367998125161,0.008243941177544317,0.008577500000000002,1.0,1.0,1.0,0.007953,512
matern52,10,0,32,1000,30,0.3,0.6019163551512398,0.10670062424259127,0.010082159006449116,0.008577500000000002,1.0,1.0,1.0,0.007953,512
matern52,10,0,64,1000,30,0.3,0.5494072411316665,0.1706754756429574,0.01663166256865926,0.008577500000000002,0.9,1.0,0.9993663829605757,0.007953,512
matern52,10,1,0,1000,30,0.3,1.0,0.0,0.015344392372014938,0.009022000000000002,0.8,0.9,0.9891818925033747,0.00327175,0
matern52,10,1,2,1000,30,0.3,0.8633237399143757,0.014511157719470208,0.007562625678848831,0.009022000000000002,0.9,0.9,0.9997338251231058,0.00327175,512
matern52,10,1,4,1000,30,0.3,0.8191218535663212,0.023758957874063298,0.007439251140384987,0.009022000000000002,0.9,0.9,0.9997338251231058,0.00327175,512
matern52,10,1,8,1000,30,0.3,0.7357914129850789,0.041277679400896924,0.007351661290398187,0.009022000000000002,0.9,0.9,0.9997338251231058,0.00327175,512
matern52,10,1,16,1000,30,0.3,0.6613910515192218,0.06645963362359991,0.007957696112792213,0.009022000000000002,0.9,0.9,0.9997338251231058,0.00327175,512
matern52,10,1,32,1000,30,0.3,0.6008719790444566,0.1053807167934047,0.01014555243582433,0.009022000000000002,0.9,0.9,0.9997338251231058,0.00327175,512
matern52,10,1,64,1000,30,0.3,0.5537711779815652,0.16818281385035247,0.016166373012804637,0.009022000000000002,0.9,0.9,0.9997338251231058,0.00327175,512
matern52,15,0,0,1000,30,0.3,1.0,0.0,0.0068638369370744206,0.008946750000000002,0.9,0.9,0.9985044967529141,0.00134875,0
matern52,15,0,2,1000,30,0.3,0.9303808888958877,0.004701053516266449,0.006375287895155803,0.008946750000000002,0.9,0.9,0.9984840104070637,0.00134875,512
matern52,15,0,4,1000,30,0.3,0.9572694562916509,0.008123269072619501,0.006366781299071707,0.008946750000000002,0.9,0.9,0.9984840104070637,0.00134875,512
matern52,15,0,8,1000,30,0.3,1.0178107021311873,0.014668863153843553,0.006412672778360775,0.008946750000000002,0.9,0.9,0.9984840104070637,0.00134875,512
matern52,15,0,16,1000,30,0.3,1.149807067768174,0.026879639689926967,0.00657287608370616,0.008946750000000002,0.8,0.9,0.9975416384979411,0.00134875,512
matern52,15,0,32,1000,30,0.3,1.4111459228193421,0.04757780220569248,0.007540137835880593,0.008946750000000002,0.8,0.9,0.994530145657919,0.00134875,512
matern52,15,0,64,1000,30,0.3,1.8184602835844563,0.08647091081015788,0.010594964364880558,0.008946750000000002,0.7,0.9,0.9779566918648719,0.00134875,512
matern52,15,1,0,1000,30,0.3,1.0,0.0,0.00671893276514886,0.009034999999999996,0.9,0.9,0.9987107564723509,0.00218675,0
matern52,15,1,2,1000,30,0.3,0.9422439869816372,0.004530814332238373,0.006465841915650791,0.009034999999999996,0.9,0.9,0.998710756472351,0.00218675,512
matern52,15,1,4,1000,30,0.3,0.9727370056392785,0.007910775760954579,0.0064460540206934406,0.009034999999999996,0.9,0.9,0.998710756472351,0.00218675,512
matern52,15,1,8,1000,30,0.3,1.039779101587876,0.01436791279656074,0.006470599061875746,0.009034999999999996,0.9,0.9,0.998710756472351,0.00218675,512
matern52,15,1,16,1000,30,0.3,1.1815803475975117,0.026485099015802472,0.006602718161019492,0.009034999999999996,0.8,0.9,0.9911320951949545,0.00218675,512
matern52,15,1,32,1000,30,0.3,1.45716625090752,0.047064161342690196,0.007560910244264108,0.009034999999999996,0.8,0.9,0.9939196487682497,0.00218675,512
matern52,15,1,64,1000,30,0.3,1.884696112950253,0.0857231536005049,0.011260706515583802,0.009034999999999996,0.9,0.9,0.9961671138367192,0.00218675,512
matern52,20,0,0,1000,30,0.3,1.0,0.0,0.00622732652402329,0.00904875,0.5,0.3,0.9929270691835682,0.001111,0
matern52,20,0,2,1000,30,0.3,1.6232830688288549,0.0026102632763978927,0.006529678944902207,0.00904875,0.5,0.3,0.9908426624197852,0.001111,512
matern52,20,0,4,1000,30,0.3,2.0970752860414263,0.004922141636783056,0.006514496192565018,0.00904875,0.5,0.3,0.9908426624197852,0.001111,512
matern52,20,0,8,1000,30,0.3,2.816872879534983,0.00948750658202863,0.006511161510948981,0.00904875,0.5,0.3,0.9902103143004354,0.001111,512
matern52,20,0,16,1000,30,0.3,3.859469801180117,0.0184604253458133,0.006661728555853708,0.00904875,0.4,0.3,0.9890158789638857,0.001111,512
matern52,20,0,32,1000,30,0.3,5.243829571943708,0.03576261650194939,0.007227318485977867,0.00904875,0.2,0.3,0.9623635767483252,0.001111,512
matern52,20,0,64,1000,30,0.3,7.18375388180997,0.0694434425302355,0.009769658770432978,0.00904875,0.2,0.3,0.9617780692304088,0.001111,512
matern52,20,1,0,1000,30,0.3,1.0,0.0,0.006153874795565336,0.008969250000000002,0.9,0.7,0.99832132145575,0.00120675,0
matern52,20,1,2,1000,30,0.3,1.6530262396782036,0.0025978437154301733,0.006341867175266321,0.008969250000000002,0.9,0.7,0.9980079681274903,0.00120675,512
matern52,20,1,4,1000,30,0.3,2.142586174303175,0.004909954575009612,0.006345051931960973,0.008969250000000002,0.9,0.7,0.99800796812749,0.00120675,512
matern52,20,1,8,1000,30,0.3,2.8751087425459008,0.009484172696614402,0.006340355998136501,0.008969250000000002,0.9,0.7,0.9966650252920901,0.00120675,512
matern52,20,1,16,1000,30,0.3,3.937024149355333,0.01843003872934459,0.006489066355993396,0.008969250000000002,0.9,0.7,0.9980079681274903,0.00120675,512
matern52,20,1,32,1000,30,0.3,5.354118978504125,0.03568901927417089,0.007408633061792567,0.008969250000000002,0.6,0.7,0.9722458480684006,0.00120675,512
matern52,20,1,64,1000,30,0.3,7.314597426429271,0.06934854998962683,0.010077327961733615,0.008969250000000002,0.4,0.7,0.9417386633242314,0.00120675,512
